2.9099,0.53025
3.173,0.71488
2.6773,0.53439
0.97288,0.11905
0.68474,0.039791
7.7243,1.7091
0.65472,0.12617
0.85529,0.064467
3.5078,0.70301
1.4811,0.25348
0.86943,0.097923
2.3411,0.43562
5.4731,1.2336
1.5283,0.25537
1.021,0.1984
1.1408,0.18555
0.75773,0.082582
1.4616,0.25353
0.80242,0.10535
12.244,2.3863
6.0328,1.3089
2.5674,0.55097
4.7507,0.81109
0.39207,-0.082526
2.0245,0.34158
3.6504,0.76873
1.8356,0.3151
1.9561,0.30614
1.9997,0.42069
3.6958,0.79594
2.278,0.5418
2.7144,0.54608
7.5252,1.4272
2.1838,0.45203
1.6763,0.33855
1.5594,0.19686
6.8405,1.3821
2.1686,0.36364
2.4639,0.53682
2.3987,0.46841
2.0655,0.52657
7.1833,1.5321
2.5136,0.43628
10.458,2.2068
2.5223,0.61468
3.824,0.77074
3.7515,0.70625
2.8603,0.71494
1.528,0.28308
1.16,0.078909
1.0912,0.17696
3.1211,0.68839
6.3121,1.2087
22.181,4.8605
1.0506,0.17374
1.0341,0.15869
14.943,3.269
0.84084,0.10715
5.6654,1.233
6.1465,1.2997
0.86784,0.10466
3.2786,0.64212
8.6645,1.8818
1.3427,0.29158
1.3103,0.23005
8.7295,2.0245
1.1341,0.2207
7.4425,1.4833
0.84059,0.13381
3.2113,0.60044
3.9676,0.81257
0.96827,0.14612
1.4727,0.22805
0.65548,0.047973
1.6952,0.26915
2.2026,0.44457
1.6507,0.31114
8.5537,1.8053
1.5012,0.24894
2.67,0.52142
2.1403,0.40772
10.41,2.2748
3.056,0.65325
7.3791,1.4283
0.59795,0.011495
8.4783,1.7888
3.4863,0.63366
9.5374,1.9353
2.2385,0.3785
2.29,0.44408
1.9681,0.33827
8.3816,1.6938
8.2689,1.6878
5.3375,1.128
1.248,0.22773
4.893,1.0624
7.2792,1.5373
1.4738,0.25712
3.677,0.73608
4.6306,0.87616
11.277,2.3913
0.74871,0.097918
0.99121,0.15765
1.4179,0.1576
6.9861,1.3134
4.0436,0.85462
1.4386,0.27926
1.1849,0.15465
5.9451,1.1908
2.0753,0.36035
0.10736,-0.11605
3.0256,0.60371
1.1775,0.28267
0.73395,0.09468
2.5493,0.42556
7.1692,1.4623
1.6272,0.34274
4.434,0.96911
3.4953,0.69861
12.9,2.8308
3.6056,0.82411
1.3742,0.30443
0.8926,0.10579
1.8989,0.38711
8.3294,1.6853
0.89963,0.19941
3.2512,0.72201
2.2311,0.47298
2.8632,0.58603
3.1734,0.56772
5.7858,1.2701
1.279,0.1766
2.4572,0.49277
5.8507,1.2733
2.5079,0.48401
8.413,1.7431
1.03,0.046195
7.4202,1.6188
6.4242,1.3341
5.5746,1.1275
2.3877,0.51526
5.7072,1.2729
2.8264,0.53764
4.0854,0.8931
8.1714,1.5729
7.8508,1.6885
2.2852,0.52547
0.57593,-0.055186
2.971,0.54507
5.3297,1.0283
5.2542,1.0984
1.0058,0.17833
7.1142,1.5853
1.5621,0.27876
0.76118,0.11707
5.2466,1.1107
2.7946,0.50159
1.7236,0.32148
2.3344,0.48548
5.6169,1.0707
12.45,2.7268
2.2667,0.37579
5.4286,0.987
5.9334,1.2875
0.59079,0.086516
1.9182,0.35586
2.2824,0.52278
1.7772,0.33815
0.6557,0.1218
3.1699,0.65679
0.63005,-0.000545
0.69142,0.073371
10.811,2.1774
1.1006,0.13747
1.2494,0.20073
0.88967,0.1168
1.8628,0.43209
0.67673,0.060279
1.1203,0.21603
1.9693,0.41286
2.6068,0.43805
1.1804,0.20171
3.0016,0.54853
0.75794,0.14145
3.6474,0.66066
0.62876,0.052189
0.60256,0.10425
3.5386,0.74472
1.5055,0.17369
9.1701,1.9299
7.5701,1.4541
4.6504,0.93274
3.0638,0.71434
10.193,2.1265
1.1814,0.26924
3.1293,0.6373
6.7102,1.3984
8.161,1.7141
1.2258,0.23608
4.375,0.98133
5.457,1.1963
7.4293,1.6048
6.9847,1.3634
1.7349,0.42141
3.1146,0.60475
1.5469,0.26463
1.9208,0.47518
4.8398,0.90943
1.2089,0.25173
1.3335,0.25014
4.4708,0.99827
18.271,3.9028
4.7853,0.98219
0.66868,0.075026
2.5406,0.48231
9.1612,1.93
2.647,0.45482
2.6582,0.43114
5.3955,1.1386
2.0514,0.24556
15.773,3.4759
5.3566,1.0722
1.2643,0.18134
1.7752,0.33674
1.7186,0.29622
3.0402,0.64029
8.6357,1.7741
4.9263,1.1773
5.7821,1.3074
5.9723,1.1111
6.1419,1.3222
8.8665,1.8
7.8435,1.5529
1.5707,0.32126
1.1602,0.17072
4.8993,1.1009
0.9,0.10418
1.8241,0.21979
3.6009,0.84994
0.86562,0.071454
