source_e(MeV)	NPS	det_pulse (MeVee)	det_cell	corr_count	PSD	time(s)  cells_history	
2.50009	456896	0.416821	1	no	0.377248	6.35631e-09	4	1
1.85449	456967	0.122174	1	no	0.431623	7.61714e-09	4	1
2.40898	456980	0.0629175	1	no	0.311978	7.05778e-09	4	1
2.56824	457004	0.0552646	1	no	0.436223	9.8416e-09	4	1
2.63195	457081	0.458883	1	no	0.375981	7.23701e-09	4	1
2.20769	457207	0.156583	1	no	0.393483	6.35091e-09	4	1
2.38147	457285	0.203143	1	no	0.359663	5.83586e-09	4	1
2.89455	457287	0.355598	1	no	0.37769	7.07962e-09	4	1
2.30508	457336	0.0387319	1	no	0.195576	9.92368e-09	4	1
1.70995	457337	0.169338	1	no	0.36373	7.57236e-09	4	1
3.46978	457366	0.19549	1	no	0.40004	6.79613e-09	4	1
2.32564	457377	0.184021	1	no	0.359048	6.41721e-09	4	1
2.1068	457453	0.324986	1	no	0.370064	6.65794e-09	4	1
2.68686	457476	0.507429	1	no	0.424246	5.44521e-09	4	1
2.53769	457483	0.348003	1	no	0.362095	6.7474e-09	4	1
2.9556	457555	0.529045	1	no	0.370657	5.92396e-09	4	1
2.35481	457565	0.0916208	1	no	0.367481	1.03738e-08	4	1
1.99768	457578	0.222285	1	no	0.317302	7.52884e-09	4	1
2.53247	457583	0.284112	1	no	0.371487	7.74599e-09	4	1
2.78621	457606	0.706522	1	no	0.400391	7.30554e-09	4	1
2.3801	457638	0.163652	1	no	0.388267	6.93235e-09	4	1
2.417	457664	0.0120344	1	no	0	6.71763e-09	4	1
3.16884	457789	0.438495	1	no	0.365752	5.47076e-09	4	1
2.86453	457810	0.32557	1	no	0.433818	5.96248e-09	4	1
2.15397	457880	0.181528	1	no	0.325574	1.49314e-08	4	1
1.87967	457898	0.152766	1	no	0.315743	6.97489e-09	4	1
2.92739	457956	0.406578	1	no	0.400833	6.03013e-09	4	1
2.3958	457973	0.0565498	1	no	0.392218	8.49142e-09	4	1
1.47419	458016	0.0572119	1	no	0.332539	7.74994e-09	4	1
2.20762	458040	0.392519	1	no	0.393957	9.80076e-09	4	1
2.73606	458084	0.031118	1	no	0.203379	6.42385e-09	4	1
2.70831	458117	0.0266002	1	no	0.164714	8.40894e-09	4	1
2.31217	458126	0.336514	1	no	0.378392	9.86946e-09	4	1
2.27434	458144	0.440423	1	no	0.368484	6.27529e-09	4	1
2.07263	458248	0.33077	1	no	0.327034	6.59802e-09	4	1
2.537	458269	0.234962	1	no	0.419277	1.00092e-08	4	1
2.61175	458287	0.163009	1	no	0.378091	9.13315e-09	4	1
2.07374	458288	0.252215	1	no	0.408508	9.27233e-09	4	1
2.6656	458300	0.578857	1	no	0.357532	6.50793e-09	4	1
2.58625	458332	0.428271	1	no	0.389397	6.39488e-09	4	1
1.99316	458355	0.150235	1	no	0.363707	7.05823e-09	4	1
2.78222	458420	0.231808	1	no	0.452705	5.7478e-09	4	1
2.62589	458509	0.111328	1	no	0.353332	6.18976e-09	4	1
2.447	458515	0.394466	1	no	0.35489	6.63756e-09	4	1
3.06845	458542	0.433977	1	no	0.391636	5.49979e-09	4	1
2.51806	458564	0.259927	1	no	0.35481	6.08862e-09	4	1
2.41128	458601	0.216482	1	no	0.354952	1.01626e-08	4	1
2.98067	458609	0.743482	1	no	0.364196	6.72564e-09	4	1
2.23559	458664	0.170078	1	no	0.283948	6.03457e-09	4	1
2.45186	458825	0.516309	1	no	0.325413	9.05278e-09	4	1
2.99391	458838	0.177653	1	no	0.293105	5.579e-09	4	1
2.63923	458867	0.566744	1	no	0.365173	5.79987e-09	4	1
2.06321	458877	0.113879	1	no	0.267271	1.03606e-08	4	1
2.47875	458935	0.164937	1	no	0.327273	7.79418e-09	4	1
2.12778	458985	0.196756	1	no	0.365004	7.65951e-09	4	1
2.89227	459025	0.581388	1	no	0.380091	7.49367e-09	4	1
1.87268	459056	0.244621	1	no	0.369209	7.75652e-09	4	1
2.3933	459102	0.44496	1	no	0.402144	6.50239e-09	4	1
2.03654	459111	0.249022	1	no	0.31639	6.61713e-09	4	1
3.03399	459217	0.340311	1	no	0.411364	7.16883e-09	4	1
2.31883	459255	0.228049	1	no	0.345743	1.00995e-08	4	1
2.37148	459347	0.225537	1	no	0.338284	8.75039e-09	4	1
2.2399	459357	0.481297	1	no	0.430086	8.73897e-09	4	1
2.73431	459375	0.446888	1	no	0.373306	6.21478e-09	4	1
2.51237	459429	0.332756	1	no	0.342346	6.22e-09	4	1
2.33503	459451	0.486282	1	no	0.365169	7.13785e-09	4	1
2.3315	459476	0.177692	1	no	0.354082	7.26985e-09	4	1
2.51394	459494	0.335794	1	no	0.39231	8.59311e-09	4	1
2.18793	459610	0.264386	1	no	0.363261	8.71675e-09	4	1
2.06031	459618	0.193543	1	no	0.479525	7.31759e-09	4	1
2.57077	459620	0.228711	1	no	0.425628	5.76278e-09	4	1
2.6874	459707	0.332016	1	no	0.370029	6.09515e-09	4	1
2.34524	459732	0.315503	1	no	0.365202	6.45619e-09	4	1
2.87174	459778	0.36958	1	no	0.302914	6.31259e-09	4	1
2.25285	459804	0.354371	1	no	0.362732	8.00583e-09	4	1
2.4623	459857	0.423169	1	no	0.364088	9.05489e-09	4	1
2.73418	459955	0.534244	1	no	0.386295	7.33449e-09	4	1
2.7459	459970	0.189142	1	no	0.325749	7.7604e-09	4	1
2.34121	459999	0.212081	1	no	0.410798	7.94659e-09	4	1
2.43525	460018	0.292525	1	no	0.35235	6.19718e-09	4	1
2.30243	460028	0.191732	1	no	0.368068	6.37575e-09	4	1
2.37963	460057	0.0814948	1	no	0.201912	6.46896e-09	4	1
2.75732	460100	0.175764	1	no	0.379792	1.09925e-08	4	1
2.40982	460329	0.295017	1	no	0.327723	6.31112e-09	4	1
1.69914	460367	0.117072	1	no	0.368929	8.92788e-09	4	1
2.29468	460426	0.152163	1	no	0.308805	6.56758e-09	4	1
2.37962	460449	0.287306	1	no	0.416294	6.16879e-09	4	1
3.20217	460590	0.307772	1	no	0.355584	7.20408e-09	4	1
2.57307	460660	0.415478	1	no	0.382874	5.52991e-09	4	1
2.42182	460674	0.326895	1	no	0.397272	6.96537e-09	4	1
2.80374	460704	0.564232	1	no	0.358999	7.71537e-09	4	1
2.88605	460753	0.680993	1	no	0.378857	5.88576e-09	4	1
2.19726	460770	0.0482932	1	no	0.314919	9.58275e-09	4	1
2.26686	460815	0.389384	1	no	0.39888	6.65048e-09	4	1
1.88768	460837	0.140654	1	no	0.365776	7.95765e-09	4	1
2.212	460893	0.0342531	1	no	0.221717	7.84967e-09	4	1
2.37837	460929	0.0890893	1	no	0.29224	6.47961e-09	4	1
1.88264	460932	0.229977	1	no	0.320576	6.82076e-09	4	1
3.00739	461018	0.587133	1	no	0.373089	7.31816e-09	4	1
2.46794	461088	0.300781	1	no	0.391428	6.06952e-09	4	1
2.34341	461101	0.407903	1	no	0.382298	7.22023e-09	4	1
2.24941	461140	0.251027	1	no	0.362346	7.73778e-09	4	1
1.93696	461203	0.0902772	1	no	0.350733	8.54645e-09	4	1
2.20648	461240	0.0833448	1	no	0.296963	8.17888e-09	4	1
2.39853	461321	0.265029	1	no	0.345481	1.06198e-08	4	1
2.22295	461335	0.312815	1	no	0.425174	6.22248e-09	4	1
1.85054	461372	0.0424903	1	no	0.251604	7.41827e-09	4	1
2.80732	461415	0.186572	1	no	0.313224	6.71242e-09	4	1
2.02599	461500	0.183339	1	no	0.349973	7.84405e-09	4	1
1.78392	461545	0.112632	1	no	0.383299	7.03288e-09	4	1
1.82099	461558	0.131034	1	no	0.285184	6.63196e-09	4	1
2.09504	461577	0.270111	1	no	0.378992	6.39751e-09	4	1
3.08629	461616	0.51444	1	no	0.399917	5.66513e-09	4	1
2.37947	461645	0.286137	1	no	0.433782	7.0196e-09	4	1
2.90426	461664	0.69996	1	no	0.373932	6.79297e-09	4	1
3.25207	461750	0.455008	1	no	0.421082	9.09379e-09	4	1
2.77357	461767	0.0107881	1	no	0.176895	5.75277e-09	4	1
1.919	461780	0.19993	1	no	0.314405	6.57059e-09	4	1
2.56114	461794	0.236987	1	no	0.405341	5.95552e-09	4	1
2.44982	461815	0.302689	1	no	0.367923	6.39896e-09	4	1
2.1092	461828	0.303371	1	no	0.365043	9.83317e-09	4	1
1.70373	461859	0.157206	1	no	0.408151	1.18763e-08	4	1
2.07503	461882	0.185364	1	no	0.353188	7.04447e-09	4	1
2.38028	461893	0.49781	1	no	0.331169	6.32808e-09	4	1
2.26929	461909	0.39579	1	no	0.416728	6.08869e-09	4	1
1.44192	461915	0.0902967	1	no	0.485228	8.4404e-09	4	1
2.75944	462006	0.429537	1	no	0.354112	7.03468e-09	4	1
2.22207	462007	0.256071	1	no	0.352548	7.12049e-09	4	1
2.65173	462017	0.481316	1	no	0.382409	7.52159e-09	4	1
1.25034	462033	0.152805	1	no	0.336562	1.14493e-08	4	1
2.56972	462039	0.323701	1	no	0.340011	7.62918e-09	4	1
2.55354	462088	0.531654	1	no	0.374954	6.44528e-09	4	1
3.18239	462137	0.623528	1	no	0.36877	5.72252e-09	4	1
2.34898	462157	0.452574	1	no	0.35872	7.06549e-09	4	1
2.72795	462171	0.0476701	1	no	0.198938	6.73902e-09	4	1
2.94423	462206	0.256032	1	no	0.317615	8.05925e-09	4	1
2.53523	462216	0.399023	1	no	0.392563	1.02226e-08	4	1
2.5575	462254	0.300061	1	no	0.385749	7.69282e-09	4	1
2.5949	462266	0.225459	1	no	0.358007	6.07603e-09	4	1
2.06165	462286	0.23761	1	no	0.361252	9.79849e-09	4	1
2.12241	462295	0.349834	1	no	0.354634	6.72225e-09	4	1
2.76039	462319	0.206356	1	no	0.369727	9.40848e-09	4	1
2.40354	462384	0.178295	1	no	0.370795	8.47874e-09	4	1
2.60482	462444	0.518899	1	no	0.357076	6.45744e-09	4	1
2.01991	462470	0.193562	1	no	0.364386	7.94103e-09	4	1
2.29272	462477	0.133644	1	no	0.303949	5.85024e-09	4	1
2.7999	462480	0.404728	1	no	0.385296	5.81806e-09	4	1
2.32203	462518	0.280938	1	no	0.359742	8.21427e-09	4	1
2.61743	462530	0.370203	1	no	0.307506	6.1945e-09	4	1
2.30406	462600	0.39322	1	no	0.330015	8.42568e-09	4	1
1.92594	462615	0.166787	1	no	0.315937	8.44623e-09	4	1
2.78935	462624	0.367067	1	no	0.362334	5.6597e-09	4	1
2.85819	462639	0.361927	1	no	0.37808	5.27376e-09	4	1
2.33987	462667	0.278426	1	no	0.363338	5.9657e-09	4	1
2.22126	462783	0.344673	1	no	0.383955	9.58591e-09	4	1
2.55838	462819	0.27901	1	no	0.332635	6.60766e-09	4	1
1.9622	462888	0.154714	1	no	0.377848	6.99617e-09	4	1
2.47206	462895	0.405235	1	no	0.37357	5.79329e-09	4	1
2.09879	462904	0.233093	1	no	0.384461	7.96144e-09	4	1
2.58223	463012	0.313478	1	no	0.479252	8.07246e-09	4	1
2.59831	463031	0.444882	1	no	0.383437	7.93448e-09	4	1
2.93794	463055	0.52848	1	no	0.390582	7.10586e-09	4	1
2.64382	463066	0.374701	1	no	0.368569	6.49039e-09	4	1
2.18922	463067	0.127334	1	no	0.2846	8.23445e-09	4	1
2.45851	463074	0.168715	1	no	0.319945	6.64426e-09	4	1
2.51792	463151	0.40983	1	no	0.343248	6.0056e-09	4	1
2.69388	463157	0.0877457	1	no	0.3249	1.04041e-08	4	1
2.33932	463164	0.301365	1	no	0.346149	7.72679e-09	4	1
2.08809	463207	0.23062	1	no	0.319767	7.23232e-09	4	1
2.0716	463217	0.113917	1	no	0.317607	1.04157e-08	4	1
2.28257	463256	0.333846	1	no	0.371617	9.47132e-09	4	1
2.51194	463327	0.117676	1	no	0.355618	8.9486e-09	4	1
2.64651	463332	0.618445	1	no	0.370761	7.0435e-09	4	1
1.87462	463336	0.3289	1	no	0.389047	7.34936e-09	4	1
2.59207	463343	0.471657	1	no	0.379299	6.06326e-09	4	1
3.06934	463371	0.472339	1	no	0.348945	6.41753e-09	4	1
2.78209	463442	0.194166	1	no	0.366362	6.55947e-09	4	1
2.67067	463475	0.27459	1	no	0.370683	6.17631e-09	4	1
2.83084	463533	0.555859	1	no	0.353897	5.65432e-09	4	1
2.01255	463690	0.0903161	1	no	0.329884	8.0043e-09	4	1
2.00564	463714	0.221623	1	no	0.381425	7.04889e-09	4	1
2.15521	463752	0.0151501	1	no	0.123393	6.96597e-09	4	1
2.16636	463765	0.127938	1	no	0.317504	6.76189e-09	4	1
2.13986	463776	0.265671	1	no	0.375944	7.44533e-09	4	1
2.7567	463834	0.275213	1	no	0.416048	6.28294e-09	4	1
2.6087	463916	0.0609702	1	no	0.290323	6.15783e-09	4	1
2.62594	463940	0.330711	1	no	0.37143	6.3038e-09	4	1
3.02407	463946	0.507897	1	no	0.355724	7.06616e-09	4	1
2.78291	463954	0.535354	1	no	0.379238	5.6878e-09	4	1
2.16646	463968	0.131093	1	no	0.329323	1.06002e-08	4	1
2.42275	463971	0.307694	1	no	0.359661	6.84391e-09	4	1
2.59995	464013	0.270131	1	no	0.319997	5.76913e-09	4	1
2.06342	464053	0.0133196	1	no	0.141813	6.34685e-09	4	1
2.15147	464115	0.265126	1	no	0.359971	6.59903e-09	4	1
1.91628	464131	0.361966	1	no	0.37621	7.14197e-09	4	1
2.16628	464173	0.124706	1	no	0.397096	7.3603e-09	4	1
2.75021	464193	0.341597	1	no	0.398814	1.0164e-08	4	1
2.28582	464196	0.253578	1	no	0.376286	6.53889e-09	4	1
1.94792	464212	0.185948	1	no	0.386323	7.36199e-09	4	1
2.72421	464214	0.439799	1	no	0.308125	5.97935e-09	4	1
2.56667	464234	0.40025	1	no	0.330739	5.87564e-09	4	1
2.88102	464248	0.0476117	1	no	0.386094	6.70577e-09	4	1
2.72786	464269	0.561058	1	no	0.432667	5.70612e-09	4	1
2.13206	464276	0.10237	1	no	0.433707	7.15592e-09	4	1
2.7663	464312	0.510681	1	no	0.370448	5.76182e-09	4	1
1.79049	464349	0.273928	1	no	0.331769	8.6528e-09	4	1
2.86108	464354	0.419489	1	no	0.311206	5.74535e-09	4	1
2.67535	464382	0.351041	1	no	0.349642	6.2466e-09	4	1
2.01713	464399	0.196853	1	no	0.361856	7.83732e-09	4	1
2.88471	464415	0.00819817	1	no	0	8.07465e-09	4	1
2.67264	464454	0.433393	1	no	0.37154	7.02231e-09	4	1
2.59677	464471	0.368314	1	no	0.343714	8.43047e-09	4	1
2.6985	464504	0.00568614	1	no	0	5.8167e-09	4	1
3.07976	464547	0.421962	1	no	0.405926	6.77842e-09	4	1
1.09684	464665	0.026016	1	no	0.14521	1.14333e-08	4	1
2.20706	464686	0.150858	1	no	0.370595	6.70334e-09	4	1
2.36199	464757	0.351762	1	no	0.374446	9.50555e-09	4	1
2.52354	464776	0.046307	1	no	0.299832	7.22548e-09	4	1
2.62746	464779	0.418106	1	no	0.371431	6.24813e-09	4	1
2.68005	464787	0.247795	1	no	0.341139	9.04085e-09	4	1
2.69608	464814	0.25611	1	no	0.35257	9.27812e-09	4	1
2.72302	464885	0.0234845	1	no	0.269486	5.81554e-09	4	1
2.12167	465075	0.296945	1	no	0.392222	6.59898e-09	4	1
2.62391	465110	0.478668	1	no	0.388349	7.82379e-09	4	1
2.5902	465126	0.274006	1	no	0.427475	6.67169e-09	4	1
2.56554	465141	0.386248	1	no	0.31631	6.50549e-09	4	1
2.48864	465170	0.0368041	1	no	0.258201	7.43734e-09	4	1
2.71192	465201	0.177594	1	no	0.34693	5.62793e-09	4	1
2.28169	465354	0.263704	1	no	0.380963	6.53036e-09	4	1
2.21191	465379	0.297646	1	no	0.346418	8.58849e-09	4	1
2.19027	465405	0.152805	1	no	0.361794	7.73396e-09	4	1
2.29491	465443	0.124121	1	no	0.394415	1.6775e-08	4	1
2.21481	465444	0.196795	1	no	0.329309	7.24772e-09	4	1
1.89506	465449	0.265048	1	no	0.352729	7.25229e-09	4	1
3.01161	465450	0.169318	1	no	0.39379	6.89457e-09	4	1
2.6908	465460	0.539346	1	no	0.387334	7.15302e-09	4	1
2.51367	465479	0.421943	1	no	0.345394	6.00166e-09	4	1
2.68552	465536	0.529726	1	no	0.325773	6.85536e-09	4	1
3.02592	465587	0.213951	1	no	0.353418	8.14018e-09	4	1
2.89594	465634	0.109458	1	no	0.278242	5.78731e-09	4	1
2.66905	465841	0.0565888	1	no	0.280454	7.31312e-09	4	1
2.98275	465850	0.00634822	1	no	0	5.59239e-09	4	1
2.62118	465852	0.101766	1	no	0.361462	6.53907e-09	4	1
2.5833	465888	0.0266586	1	no	0.141709	9.09278e-09	4	1
2.71092	466016	0.268203	1	no	0.381907	7.65367e-09	4	1
2.17186	466065	0.371527	1	no	0.395723	6.05827e-09	4	1
2.87848	466095	0.265009	1	no	0.338379	8.3177e-09	4	1
1.67047	466099	0.10494	1	no	0.399332	9.00064e-09	4	1
2.18061	466149	0.083929	1	no	0.370534	9.15831e-09	4	1
2.1869	466169	0.154052	1	no	0.350525	7.08165e-09	4	1
1.6951	466170	0.187837	1	no	0.416338	8.47277e-09	4	1
2.07965	466226	0.0354994	1	no	0.248491	6.74544e-09	4	1
2.27334	466263	0.196191	1	no	0.369429	6.40438e-09	4	1
2.54463	466310	0.21841	1	no	0.331491	7.55946e-09	4	1
2.5133	466322	0.356825	1	no	0.378029	7.08388e-09	4	1
2.35385	466345	0.22285	1	no	0.430706	6.67396e-09	4	1
2.83451	466366	0.395109	1	no	0.406013	5.84695e-09	4	1
2.44554	466392	0.133021	1	no	0.353535	1.08833e-08	4	1
2.4706	466450	0.226725	1	no	0.364339	7.31993e-09	4	1
3.02444	466455	0.539307	1	no	0.384943	6.06718e-09	4	1
2.50613	466468	0.0762566	1	no	0.307457	1.03841e-08	4	1
2.31719	466521	0.248399	1	no	0.335215	6.90776e-09	4	1
2.75437	466526	0.228088	1	no	0.376419	7.21856e-09	4	1
2.5977	466570	0.060386	1	no	0.34634	7.48479e-09	4	1
2.08039	466597	0.327557	1	no	0.365258	9.29916e-09	4	1
1.76176	466667	0.12603	1	no	0.287083	7.04295e-09	4	1
2.29259	466792	0.476097	1	no	0.402511	6.1665e-09	4	1
2.41599	466851	0.140109	1	no	0.362752	6.72293e-09	4	1
3.16385	466880	0.245224	1	no	0.407131	5.92163e-09	4	1
2.85946	466965	0.562188	1	no	0.354347	6.58584e-09	4	1
2.36142	466975	0.0897125	1	no	0.403951	7.11843e-09	4	1
3.4021	466993	0.449984	1	no	0.355115	5.30133e-09	4	1
2.63366	467002	0.262458	1	no	0.373052	5.58698e-09	4	1
1.73949	467027	0.14895	1	no	0.392208	1.15049e-08	4	1
1.59004	467084	0.27644	1	no	0.34721	8.61642e-09	4	1
2.60372	467167	0.264405	1	no	0.30056	6.91121e-09	4	1
2.09105	467228	0.242031	1	no	0.365275	6.87759e-09	4	1
2.07153	467240	0.0916208	1	no	0.353029	8.65067e-09	4	1
2.07032	467255	0.225401	1	no	0.360778	1.02275e-08	4	1
2.48024	467365	0.173155	1	no	0.337494	7.45602e-09	4	1
2.59974	467372	0.310245	1	no	0.360846	6.85089e-09	4	1
2.43525	467383	0.0406598	1	no	0.374521	7.8915e-09	4	1
2.56895	467425	0.461434	1	no	0.394624	5.71674e-09	4	1
2.29355	467480	0.0660721	1	no	0.345417	8.01799e-09	4	1
3.11312	467499	0.435399	1	no	0.340802	7.17892e-09	4	1
2.57491	467556	0.478687	1	no	0.377756	7.00552e-09	4	1
2.53276	467574	0.556385	1	no	0.403962	6.39166e-09	4	1
2.78766	467636	0.27716	1	no	0.334996	7.17899e-09	4	1
2.07686	467680	0.26571	1	no	0.354342	7.27615e-09	4	1
2.57366	467690	0.465329	1	no	0.370773	7.08606e-09	4	1
2.05072	467738	0.282905	1	no	0.362197	6.60111e-09	4	1
2.84293	467767	0.16558	1	no	0.376103	5.92338e-09	4	1
2.16336	467773	0.394486	1	no	0.356501	9.57561e-09	4	1
2.29734	467834	0.0260355	1	no	0.120419	9.77681e-09	4	1
2.02786	467879	0.115806	1	no	0.328569	7.48229e-09	4	1
2.18957	467897	0.171928	1	no	0.362329	7.4914e-09	4	1
2.21174	467899	0.194867	1	no	0.407815	6.08546e-09	4	1
2.26641	467902	0.278387	1	no	0.418299	6.56052e-09	4	1
2.64057	467917	0.578857	1	no	0.3686	7.07189e-09	4	1
2.59037	467928	0.450042	1	no	0.369261	5.93427e-09	4	1
2.21467	468014	0.174518	1	no	0.324258	7.05305e-09	4	1
2.43701	468028	0.249723	1	no	0.338662	5.87572e-09	4	1
2.6476	468086	0.387495	1	no	0.369566	6.75236e-09	4	1
2.14434	468134	0.0782428	1	no	0.307865	8.3436e-09	4	1
2.63109	468135	0.194205	1	no	0.320465	8.38319e-09	4	1
2.38809	468143	0.168715	1	no	0.421861	1.04726e-08	4	1
2.53438	468189	0.0986506	1	no	0.289183	6.35477e-09	4	1
2.58212	468229	0.286079	1	no	0.373562	5.81861e-09	4	1
2.14882	468237	0.226803	1	no	0.373143	9.59449e-09	4	1
2.75137	468245	0.326252	1	no	0.372508	6.19176e-09	4	1
1.8366	468253	0.152085	1	no	0.359027	7.69281e-09	4	1
2.50903	468269	0.481861	1	no	0.387028	5.99132e-09	4	1
2.47789	468299	0.339688	1	no	0.329626	5.54076e-09	4	1
2.13615	468343	0.334041	1	no	0.354553	7.88934e-09	4	1
2.73742	468345	0.0139038	1	no	0.135854	6.20697e-09	4	1
2.52345	468371	0.0469691	1	no	0.337065	6.13021e-09	4	1
1.67342	468465	0.217806	1	no	0.373625	9.08836e-09	4	1
2.47594	468479	0.164859	1	no	0.373376	9.30316e-09	4	1
2.77728	468489	0.357506	1	no	0.389945	9.07567e-09	4	1
2.78743	468499	0.00443986	1	no	0	5.72824e-09	4	1
1.98875	468523	0.129866	1	no	0.396311	7.18827e-09	4	1
2.1051	468708	0.416159	1	no	0.363951	1.21838e-08	4	1
2.51806	468757	0.591612	1	no	0.406965	6.84019e-09	4	1
2.27141	468761	0.235118	1	no	0.335432	1.13021e-08	4	1
2.80248	468770	0.310985	1	no	0.327301	9.25111e-09	4	1
2.93426	468772	0.355481	1	no	0.350479	7.54418e-09	4	1
2.6195	468863	0.0272623	1	no	0.161429	6.90186e-09	4	1
3.21317	468870	0.588457	1	no	0.347331	4.98679e-09	4	1
2.16586	468906	0.363153	1	no	0.41525	6.87176e-09	4	1
2.07786	469008	0.135591	1	no	0.332472	8.2298e-09	4	1
3.2295	469030	0.581505	1	no	0.342944	5.51842e-09	4	1
2.21226	469032	0.226141	1	no	0.421941	5.98632e-09	4	1
2.47238	469109	0.0387904	1	no	0.311245	1.08643e-08	4	1
1.75664	469138	0.143147	1	no	0.394776	9.79273e-09	4	1
2.52533	469167	0.134968	1	no	0.334151	8.99717e-09	4	1
2.09448	469181	0.313555	1	no	0.383617	7.15761e-09	4	1
2.57263	469213	0.263159	1	no	0.377164	9.33701e-09	4	1
2.43407	469239	0.504255	1	no	0.405445	6.45931e-09	4	1
2.1864	469320	0.333262	1	no	0.360816	1.09557e-08	4	1
2.47896	469329	0.341519	1	no	0.380032	6.20326e-09	4	1
3.02803	469346	0.673963	1	no	0.347847	1.01973e-08	4	1
2.1469	469407	0.0298328	1	no	0.233029	6.63501e-09	4	1
2.03852	469497	0.178295	1	no	0.352993	7.72199e-09	4	1
2.27366	469524	0.440403	1	no	0.388751	6.05865e-09	4	1
2.30305	469534	0.0114112	1	no	0	9.61825e-09	4	1
1.92549	469548	0.282769	1	no	0.361752	6.6063e-09	4	1
2.38286	469579	0.234475	1	no	0.393572	6.14018e-09	4	1
1.87095	469580	0.00757503	1	no	0	1.33578e-08	4	1
2.59479	469591	0.153487	1	no	0.426541	6.55754e-09	4	1
2.78693	469633	0.112048	1	no	0.305874	7.08044e-09	4	1
2.15559	469662	0.0552062	1	no	0.285362	7.00483e-09	4	1
3.02688	469736	0.310927	1	no	0.358051	7.84303e-09	4	1
1.76922	469740	0.113976	1	no	0.401674	6.89467e-09	4	1
2.58516	469741	0.0375246	1	no	0.304619	6.288e-09	4	1
2.09078	469804	0.235722	1	no	0.337299	8.02566e-09	4	1
2.44036	469851	0.0851752	1	no	0.252172	6.94808e-09	4	1
2.36264	469875	0.196834	1	no	0.387911	8.27483e-09	4	1
1.90828	469937	0.33262	1	no	0.39219	8.4434e-09	4	1
2.38107	469982	0.305864	1	no	0.34526	9.01146e-09	4	1
2.58004	470015	0.0114112	1	no	0.0546075	7.52517e-09	4	1
2.52534	470020	0.214593	1	no	0.334574	7.4174e-09	4	1
2.98947	470030	0.402859	1	no	0.3968	9.29718e-09	4	1
1.94504	470044	0.116488	1	no	0.381812	7.23409e-09	4	1
2.28395	470075	0.128561	1	no	0.360345	8.05187e-09	4	1
2.27659	470096	0.384282	1	no	0.357758	6.27251e-09	4	1
2.45592	470155	0.553347	1	no	0.374085	6.22505e-09	4	1
2.80809	470160	0.411778	1	no	0.381963	6.10253e-09	4	1
2.37303	470178	0.277783	1	no	0.377848	6.25784e-09	4	1
2.54505	470184	0.0731214	1	no	0.356059	5.73292e-09	4	1
2.49933	470201	0.333262	1	no	0.427954	1.04522e-08	4	1
2.49724	470246	0.58205	1	no	0.404985	8.60332e-09	4	1
2.6325	470255	0.459681	1	no	0.401932	6.43938e-09	4	1
2.41935	470260	0.106206	1	no	0.333883	8.59127e-09	4	1
2.90431	470274	0.607541	1	no	0.383666	5.43086e-09	4	1
3.1625	470294	0.0622554	1	no	0.253675	5.91743e-09	4	1
1.99152	470297	0.0800538	1	no	0.379226	7.43461e-09	4	1
2.19108	470315	0.334489	1	no	0.309775	7.38942e-09	4	1
2.15585	470350	0.307129	1	no	0.41859	6.70829e-09	4	1
2.78629	470355	0.282866	1	no	0.40252	6.12764e-09	4	1
2.70567	470388	0.196172	1	no	0.340282	5.39706e-09	4	1
2.409	470435	0.222305	1	no	0.343115	7.72779e-09	4	1
2.78444	470510	0.149592	1	no	0.382322	8.02694e-09	4	1
3.16137	470533	0.154616	1	no	0.307683	5.89672e-09	4	1
2.76452	470539	0.289935	1	no	0.362079	6.12512e-09	4	1
2.17521	470560	0.294336	1	no	0.310949	9.35482e-09	4	1
1.95485	470598	0.0992348	1	no	0.358124	9.92919e-09	4	1
2.25648	470668	0.124803	1	no	0.325636	1.00165e-08	4	1
2.48922	470671	0.353008	1	no	0.367663	7.20835e-09	4	1
2.7065	470734	0.340214	1	no	0.329002	1.16648e-08	4	1
2.74236	470864	0.0202909	1	no	0.25048	7.33947e-09	4	1
2.82268	470905	0.155298	1	no	0.400502	5.96291e-09	4	1
2.18469	470943	0.210893	1	no	0.419483	7.70349e-09	4	1
2.2106	470951	0.337098	1	no	0.371902	7.97374e-09	4	1
2.90755	470954	0.360057	1	no	0.365819	6.29905e-09	4	1
2.16506	470960	0.451912	1	no	0.397294	6.80623e-09	4	1
2.1525	471001	0.0719141	1	no	0.255619	6.38664e-09	4	1
2.26566	471012	0.401457	1	no	0.388388	6.51055e-09	4	1
2.46046	471017	0.254688	1	no	0.419145	6.47347e-09	4	1
2.90042	471062	0.0693826	1	no	0.384507	1.37841e-08	4	1
2.57328	471146	0.273305	1	no	0.367795	8.48197e-09	4	1
2.2754	471186	0.204584	1	no	0.410813	6.70906e-09	4	1
2.12184	471210	0.265691	1	no	0.397611	7.042e-09	4	1
2.27168	471228	0.0750492	1	no	0.304359	6.72982e-09	4	1
2.06566	471232	0.119604	1	no	0.350049	8.5249e-09	4	1
2.87016	471236	0.172512	1	no	0.405125	7.12838e-09	4	1
2.60085	471261	0.00823711	1	no	0	5.90506e-09	4	1
2.99782	471322	0.61013	1	no	0.408209	9.35149e-09	4	1
2.67718	471361	0.386891	1	no	0.36511	5.55706e-09	4	1
2.56829	471380	0.481258	1	no	0.349195	6.4484e-09	4	1
