source_e(MeV)	NPS	det_pulse (MeVee)	det_cell	corr_count	PSD	time(s)  cells_history	
2.25258	159515	0.13045	1	no	0.277206	6.58685e-09	4	1
2.91027	159587	0.0591592	1	no	0.160303	8.8025e-09	4	1
1.8058	159614	0.229276	1	no	0.340921	6.95158e-09	4	1
2.11859	159657	0.12159	1	no	0.344811	1.04567e-08	4	1
2.05733	159685	0.171266	1	no	0.341217	6.63243e-09	4	1
2.92018	159701	0.326174	1	no	0.39206	5.42156e-09	4	1
1.804	159718	0.0171168	1	no	0.0739477	7.21775e-09	4	1
2.54888	159722	0.239499	1	no	0.377023	7.85387e-09	4	1
2.06973	159755	0.388722	1	no	0.356778	6.53137e-09	4	1
2.56944	159789	0.0973654	1	no	0.2798	1.09352e-08	4	1
2.67788	159793	0.17257	1	no	0.320244	6.77914e-09	4	1
2.30745	159816	0.198139	1	no	0.330516	7.65953e-09	4	1
2.13627	159845	0.292466	1	no	0.306545	7.37947e-09	4	1
3.06386	159848	0.792535	1	no	0.37141	5.29922e-09	4	1
2.66507	159880	0.323701	1	no	0.377309	1.08498e-08	4	1
2.45437	159925	0.455689	1	no	0.357506	9.70596e-09	4	1
2.81452	159956	0.0807159	1	no	0.242702	6.46914e-09	4	1
2.5198	159957	0.49855	1	no	0.387079	6.53595e-09	4	1
2.65086	159964	0.23247	1	no	0.374686	7.86179e-09	4	1
2.30743	159976	0.134325	1	no	0.354596	6.92774e-09	4	1
2.06849	159991	0.0145464	1	no	0.042838	8.66963e-09	4	1
2.87794	160028	0.0750103	1	no	0.287124	7.11817e-09	4	1
2.29281	160031	0.313497	1	no	0.37139	6.1554e-09	4	1
1.48531	160084	0.144451	1	no	0.289701	9.01339e-09	4	1
2.9619	160156	0.546317	1	no	0.384709	5.6427e-09	4	1
2.1474	160233	0.0152279	1	no	0	7.67219e-09	4	1
2.46392	160299	0.206317	1	no	0.391317	6.12302e-09	4	1
2.05961	160324	0.354955	1	no	0.414198	7.43356e-09	4	1
2.65449	160343	0.336456	1	no	0.321333	5.55987e-09	4	1
2.12843	160348	0.402781	1	no	0.42835	7.20913e-09	4	1
1.9345	160364	0.342785	1	no	0.423337	1.22209e-08	4	1
1.98988	160377	0.17701	1	no	0.384378	1.0054e-08	4	1
2.92167	160393	0.291843	1	no	0.37706	8.00301e-09	4	1
2.60667	160396	0.249703	1	no	0.387117	1.10267e-08	4	1
2.24844	160429	0.258661	1	no	0.390951	6.19201e-09	4	1
2.79238	160432	0.323019	1	no	0.372136	7.34609e-09	4	1
2.99488	160445	0.472339	1	no	0.339627	6.38936e-09	4	1
2.07241	160479	0.0190057	1	no	0.132172	1.01873e-08	4	1
2.65211	160487	0.0190252	1	no	0.0655067	8.76559e-09	4	1
2.53861	160509	0.29307	1	no	0.410166	7.38156e-09	4	1
2.73084	160518	0.231808	1	no	0.348286	9.41809e-09	4	1
2.54095	160550	0.399062	1	no	0.357342	7.25589e-09	4	1
1.25861	160555	0.0934902	1	no	0.291398	1.04054e-08	4	1
2.32721	160561	0.205753	1	no	0.404978	5.92187e-09	4	1
2.32861	160569	0.453158	1	no	0.413089	6.69886e-09	4	1
1.8949	160587	0.140031	1	no	0.344458	1.10926e-08	4	1
2.1229	160595	0.263743	1	no	0.334982	7.29712e-09	4	1
2.52118	160600	0.0292096	1	no	0.173333	8.19878e-09	4	1
2.02073	160602	0.178958	1	no	0.355277	7.47217e-09	4	1
3.01146	160616	0.548907	1	no	0.395771	7.54895e-09	4	1
2.47677	160623	0.317431	1	no	0.338875	6.12797e-09	4	1
1.78969	160633	0.298775	1	no	0.381086	6.72939e-09	4	1
2.47465	160651	0.0527915	1	no	0.240133	8.04724e-09	4	1
2.80762	160667	0.450081	1	no	0.384892	5.76741e-09	4	1
2.85816	160727	0.575702	1	no	0.392809	6.60577e-09	4	1
2.88048	160799	0.487586	1	no	0.383881	5.91161e-09	4	1
2.42946	160875	0.208303	1	no	0.323455	1.18347e-08	4	1
2.31442	160878	0.164898	1	no	0.428082	6.54927e-09	4	1
2.31161	160954	0.240785	1	no	0.367165	8.13905e-09	4	1
2.28551	160967	0.0661111	1	no	0.268041	6.87061e-09	4	1
2.05963	160969	0.135513	1	no	0.323035	6.88534e-09	4	1
2.48791	160998	0.411155	1	no	0.349957	7.91625e-09	4	1
1.82109	161036	0.245224	1	no	0.391646	7.65098e-09	4	1
2.45995	161043	0.268787	1	no	0.361805	7.45988e-09	4	1
2.24585	161102	0.311667	1	no	0.377882	9.34964e-09	4	1
2.51001	161125	0.269468	1	no	0.334947	6.16532e-09	4	1
2.73952	161133	0.401476	1	no	0.380414	6.27457e-09	4	1
2.16611	161147	0.203786	1	no	0.336742	7.14416e-09	4	1
2.22224	161153	0.252877	1	no	0.31172	7.42305e-09	4	1
2.24994	161241	0.0196678	1	no	0.0960396	6.7581e-09	4	1
3.31096	161255	0.708898	1	no	0.372816	6.27864e-09	4	1
2.53115	161258	0.286021	1	no	0.313249	9.56889e-09	4	1
2.32594	161273	0.414932	1	no	0.418951	8.33893e-09	4	1
2.39808	161313	0.261114	1	no	0.453203	6.97409e-09	4	1
2.19067	161315	0.11012	1	no	0.276746	8.57634e-09	4	1
2.51754	161339	0.243998	1	no	0.344134	7.07077e-09	4	1
3.07927	161346	0.157206	1	no	0.343243	7.2475e-09	4	1
2.50136	161376	0.0393746	1	no	0.240851	9.3105e-09	4	1
2.5741	161395	0.0317411	1	no	0.277914	6.66372e-09	4	1
3.54093	161437	0.441727	1	no	0.400679	5.19302e-09	4	1
2.61981	161475	0.395148	1	no	0.323625	6.56723e-09	4	1
2.58868	161504	0.518276	1	no	0.344017	6.49807e-09	4	1
2.10771	161610	0.0241271	1	no	0.28975	7.89921e-09	4	1
3.08547	161620	0.543163	1	no	0.362313	5.8989e-09	4	1
2.49549	161658	0.288649	1	no	0.407812	6.68402e-09	4	1
2.24489	161662	0.409188	1	no	0.381097	7.22134e-09	4	1
2.3026	161684	0.00630928	1	no	0	8.58481e-09	4	1
2.99189	161692	0.340273	1	no	0.396418	5.35145e-09	4	1
2.42439	161698	0.0152279	1	no	0.0409207	9.63741e-09	4	1
2.11803	161748	0.0272623	1	no	0.325	9.22994e-09	4	1
2.7499	161852	0.116449	1	no	0.409365	6.1251e-09	4	1
3.19437	161855	0.46603	1	no	0.386679	6.08738e-09	4	1
2.73075	161873	0.280334	1	no	0.388094	5.71067e-09	4	1
2.85155	161945	0.266333	1	no	0.346275	7.39143e-09	4	1
1.8217	161981	0.123498	1	no	0.303532	8.80001e-09	4	1
1.74003	162020	0.192959	1	no	0.293067	8.49435e-09	4	1
2.23321	162039	0.255428	1	no	0.333232	6.46264e-09	4	1
2.75539	162058	0.316769	1	no	0.369644	8.72685e-09	4	1
2.49379	162075	0.54252	1	no	0.350897	7.04563e-09	4	1
2.83038	162112	0.405916	1	no	0.391988	5.79419e-09	4	1
2.11329	162114	0.0852726	1	no	0.379995	1.20191e-08	4	1
2.13252	162122	0.259206	1	no	0.360379	8.54032e-09	4	1
2.54586	162126	0.171889	1	no	0.306333	1.08162e-08	4	1
2.6305	162128	0.131151	1	no	0.295174	8.72331e-09	4	1
2.11734	162134	0.196775	1	no	0.39426	8.96414e-09	4	1
2.78051	162190	0.370319	1	no	0.411053	6.5495e-09	4	1
2.32423	162208	0.219773	1	no	0.332713	8.78228e-09	4	1
2.38112	162215	0.0482932	1	no	0.24879	6.2038e-09	4	1
2.07053	162268	0.104979	1	no	0.356891	6.38376e-09	4	1
2.54491	162285	0.239519	1	no	0.41439	6.2602e-09	4	1
2.79512	162338	0.244679	1	no	0.3692	9.00859e-09	4	1
2.4454	162354	0.137499	1	no	0.31851	5.86448e-09	4	1
2.31492	162474	0.20953	1	no	0.388383	6.845e-09	4	1
2.61049	162478	0.403385	1	no	0.381801	6.67499e-09	4	1
2.17075	162482	0.41873	1	no	0.401339	5.98921e-09	4	1
1.96404	162574	0.252176	1	no	0.4539	6.92355e-09	4	1
2.10094	162580	0.233073	1	no	0.329769	7.44293e-09	4	1
2.52303	162583	0.0279633	1	no	0.0905292	7.28633e-09	4	1
2.32742	162597	0.426382	1	no	0.34472	7.46042e-09	4	1
2.0747	162600	0.22359	1	no	0.34123	9.32905e-09	4	1
2.56803	162669	0.256675	1	no	0.388893	8.0479e-09	4	1
2.8613	162671	0.322416	1	no	0.351332	6.1328e-09	4	1
3.02808	162675	0.714701	1	no	0.371615	7.00065e-09	4	1
2.39963	162728	0.143244	1	no	0.359299	7.66509e-09	4	1
2.61053	162744	0.120324	1	no	0.290015	6.294e-09	4	1
2.55355	162773	0.277102	1	no	0.420098	5.68363e-09	4	1
2.24533	162796	0.262478	1	no	0.365903	6.29591e-09	4	1
2.39286	162822	0.219793	1	no	0.370515	6.50012e-09	4	1
2.51921	162855	0.110665	1	no	0.384304	1.22107e-08	4	1
2.57687	162872	0.411135	1	no	0.410553	6.36923e-09	4	1
2.78346	162895	0.671977	1	no	0.396285	6.59596e-09	4	1
2.52399	162991	0.388799	1	no	0.384854	5.62541e-09	4	1
2.63785	163036	0.197399	1	no	0.350695	9.47339e-09	4	1
2.11941	163046	0.400191	1	no	0.384799	6.88613e-09	4	1
2.57023	163116	0.237513	1	no	0.417644	8.03273e-09	4	1
2.19083	163122	0.15411	1	no	0.238817	7.96202e-09	4	1
2.144	163140	0.150877	1	no	0.231027	7.89477e-09	4	1
2.2811	163154	0.143828	1	no	0.331032	7.68515e-09	4	1
2.51507	163166	0.421962	1	no	0.38922	5.79208e-09	4	1
2.48421	163199	0.416802	1	no	0.364979	7.01663e-09	4	1
2.17137	163254	0.171947	1	no	0.343715	9.57377e-09	4	1
2.89878	163289	0.224174	1	no	0.325834	6.11667e-09	4	1
2.64698	163292	0.183417	1	no	0.356938	6.49139e-09	4	1
2.25617	163321	0.488911	1	no	0.424702	6.29105e-09	4	1
2.79421	163346	0.187896	1	no	0.362006	6.20507e-09	4	1
2.08495	163355	0.143186	1	no	0.425813	7.3379e-09	4	1
2.97994	163376	0.0922245	1	no	0.288429	5.71241e-09	4	1
2.83692	163383	0.448679	1	no	0.405842	6.20413e-09	4	1
2.69849	163494	0.541313	1	no	0.345888	9.16664e-09	4	1
2.75206	163498	0.368392	1	no	0.336822	6.26567e-09	4	1
2.37841	163514	0.0673963	1	no	0.329385	7.36951e-09	4	1
1.73193	163545	0.310927	1	no	0.384731	8.24791e-09	4	1
2.33059	163549	0.0298522	1	no	0.0841487	6.30082e-09	4	1
2.44191	163550	0.246432	1	no	0.350533	8.89436e-09	4	1
2.68346	163635	0.0228419	1	no	0.0826939	1.02625e-08	4	1
2.36762	163656	0.306506	1	no	0.379987	6.45981e-09	4	1
2.97426	163675	0.283606	1	no	0.305136	8.87058e-09	4	1
2.17604	163702	0.234962	1	no	0.443643	7.69217e-09	4	1
2.70469	163743	0.0476506	1	no	0.332652	9.0957e-09	4	1
2.17335	163840	0.0171168	1	no	0.185438	1.08453e-08	4	1
3.06418	163868	0.279711	1	no	0.363965	7.26789e-09	4	1
2.54059	163957	0.221604	1	no	0.418893	7.20431e-09	4	1
2.18361	163984	0.2269	1	no	0.415208	6.82584e-09	4	1
2.92065	164008	0.231223	1	no	0.368284	5.73802e-09	4	1
2.82702	164028	0.384924	1	no	0.366925	6.39378e-09	4	1
2.77353	164050	0.460207	1	no	0.403969	5.58357e-09	4	1
2.50053	164136	0.0520905	1	no	0.254953	6.14289e-09	4	1
2.36975	164146	0.24207	1	no	0.320409	7.22181e-09	4	1
2.69567	164147	0.194887	1	no	0.319444	7.38514e-09	4	1
2.40212	164152	0.40541	1	no	0.380085	7.03635e-09	4	1
2.6266	164189	0.53292	1	no	0.344174	5.73675e-09	4	1
2.5452	164209	0.476214	1	no	0.350317	6.68899e-09	4	1
2.77577	164217	0.357526	1	no	0.373856	6.1252e-09	4	1
2.50126	164290	0.302709	1	no	0.445995	9.86357e-09	4	1
2.15934	164353	0.437229	1	no	0.365475	7.98396e-09	4	1
2.64462	164359	0.529843	1	no	0.347422	6.42762e-09	4	1
2.11536	164371	0.270734	1	no	0.35237	6.6932e-09	4	1
2.61256	164382	0.49335	1	no	0.384685	8.19829e-09	4	1
2.081	164387	0.174459	1	no	0.38252	8.46838e-09	4	1
2.0976	164447	0.181547	1	no	0.36426	8.13304e-09	4	1
2.23225	164452	0.408604	1	no	0.339513	8.81387e-09	4	1
2.40538	164471	0.512609	1	no	0.386453	7.67766e-09	4	1
2.77686	164567	0.319203	1	no	0.396657	6.48664e-09	4	1
2.26273	164676	0.0273013	1	no	0.139087	6.32265e-09	4	1
2.98286	164686	0.309739	1	no	0.419213	8.23399e-09	4	1
2.70505	164763	0.651666	1	no	0.372479	9.25496e-09	4	1
2.88448	164796	0.358168	1	no	0.387376	6.06717e-09	4	1
3.05799	164842	0.795086	1	no	0.343718	5.45835e-09	4	1
2.72682	164958	0.418087	1	no	0.357755	7.52444e-09	4	1
2.27899	164982	0.436606	1	no	0.363008	7.09831e-09	4	1
1.94474	165094	0.185442	1	no	0.336239	7.58176e-09	4	1
1.92663	165102	0.0845716	1	no	0.314759	7.34452e-09	4	1
3.00121	165176	0.675093	1	no	0.406629	5.08976e-09	4	1
2.89809	165326	0.53477	1	no	0.409548	5.57493e-09	4	1
2.41018	165327	0.55839	1	no	0.419599	7.20726e-09	4	1
2.74353	165339	0.010126	1	no	0	6.4752e-09	4	1
2.38703	165524	0.340292	1	no	0.388956	7.36678e-09	4	1
2.33454	165529	0.0120344	1	no	0	6.3272e-09	4	1
2.47164	165549	0.00568614	1	no	0	5.75463e-09	4	1
2.12739	165560	0.243375	1	no	0.400064	7.55686e-09	4	1
1.91876	165587	0.241408	1	no	0.397838	8.78946e-09	4	1
2.07357	165599	0.16743	1	no	0.364038	1.05716e-08	4	1
2.68637	165638	0.00255097	1	no	0	6.89507e-09	4	1
2.07024	165658	0.0228419	1	no	0.0818414	8.7517e-09	4	1
2.42848	165713	0.347263	1	no	0.368306	6.54852e-09	4	1
2.42826	165782	0.31932	1	no	0.42682	7.19413e-09	4	1
2.45606	165786	0.347809	1	no	0.349029	8.2346e-09	4	1
3.08406	165790	0.587113	1	no	0.370945	6.2384e-09	4	1
2.87498	165821	0.407221	1	no	0.378204	6.91056e-09	4	1
2.28413	165833	0.234378	1	no	0.398887	6.92503e-09	4	1
2.17548	165869	0.243297	1	no	0.405154	7.68355e-09	4	1
2.19907	165919	0.24651	1	no	0.299076	9.06971e-09	4	1
2.34583	165955	0.122155	1	no	0.373984	6.64406e-09	4	1
2.70803	165972	0.298834	1	no	0.37052	7.05414e-09	4	1
2.40846	166020	0.375967	1	no	0.363961	7.48394e-09	4	1
2.4053	166032	0.276479	1	no	0.39583	9.81212e-09	4	1
2.0149	166034	0.214691	1	no	0.343673	7.61478e-09	4	1
2.59667	166040	0.53292	1	no	0.381152	6.09236e-09	4	1
2.25562	166146	0.265106	1	no	0.478037	6.7981e-09	4	1
2.59005	166175	0.238896	1	no	0.393952	6.88615e-09	4	1
2.98845	166179	0.138726	1	no	0.287619	5.24099e-09	4	1
2.68929	166216	0.301365	1	no	0.384208	6.51228e-09	4	1
1.37321	166311	0.0724983	1	no	0.437819	1.15585e-08	4	1
2.64742	166316	0.495337	1	no	0.368872	5.55871e-09	4	1
2.13084	166360	0.383055	1	no	0.360632	7.25985e-09	4	1
2.1278	166384	0.196152	1	no	0.320659	7.13949e-09	4	1
2.46499	166416	0.189746	1	no	0.364943	6.08284e-09	4	1
2.49253	166477	0.280393	1	no	0.413223	5.85817e-09	4	1
2.63355	166552	0.245224	1	no	0.370841	8.51438e-09	4	1
2.15637	166590	0.306526	1	no	0.367448	6.5565e-09	4	1
2.37023	166647	0.0336884	1	no	0.206936	8.79493e-09	4	1
1.84399	166719	0.0999748	1	no	0.298598	7.80742e-09	4	1
2.86756	166837	0.789497	1	no	0.414104	5.89781e-09	4	1
2.37336	166849	0.329543	1	no	0.361165	7.09646e-09	4	1
2.4971	166864	0.430219	1	no	0.389173	6.85835e-09	4	1
2.02654	166942	0.194925	1	no	0.361938	1.17273e-08	4	1
2.36889	166959	0.293089	1	no	0.399309	6.72882e-09	4	1
2.93524	167026	0.314179	1	no	0.37672	7.12441e-09	4	1
2.37182	167036	0.136195	1	no	0.340149	6.39362e-09	4	1
1.8968	167091	0.161003	1	no	0.398403	6.98352e-09	4	1
1.96016	167186	0.189726	1	no	0.462486	7.12271e-09	4	1
2.08665	167212	0.0139622	1	no	0.0906555	8.10316e-09	4	1
3.18624	167246	0.754991	1	no	0.419463	5.51222e-09	4	1
2.4534	167272	0.536736	1	no	0.365309	8.60587e-09	4	1
1.81383	167365	0.0368041	1	no	0.292063	8.9318e-09	4	1
1.95802	167392	0.185286	1	no	0.315502	1.04932e-08	4	1
2.2691	167393	0.0661306	1	no	0.277974	5.99548e-09	4	1
2.70834	167413	0.597415	1	no	0.409596	9.79836e-09	4	1
2.52127	167431	0.376025	1	no	0.391041	9.1985e-09	4	1
2.36931	167438	0.307149	1	no	0.352311	6.54584e-09	4	1
2.3618	167440	0.010126	1	no	0.626923	1.00377e-08	4	1
2.89136	167550	0.11199	1	no	0.334551	5.94371e-09	4	1
2.81185	167565	0.0935681	1	no	0.25078	7.96632e-09	4	1
1.82253	167600	0.0559267	1	no	0.248607	8.74561e-09	4	1
2.51504	167613	0.155999	1	no	0.288978	7.99826e-09	4	1
1.5381	167672	0.12157	1	no	0.265738	1.17841e-08	4	1
2.70336	167758	0.0749908	1	no	0.363282	5.55836e-09	4	1
2.05645	167794	0.341558	1	no	0.340878	6.62281e-09	4	1
2.56441	167806	0.335911	1	no	0.41142	6.83704e-09	4	1
2.22153	167891	0.317898	1	no	0.356018	1.15334e-08	4	1
2.65587	167968	0.267541	1	no	0.327826	9.16704e-09	4	1
2.72233	168053	0.693047	1	no	0.365777	6.63991e-09	4	1
2.06071	168065	0.203163	1	no	0.413208	7.72386e-09	4	1
2.20729	168103	0.427668	1	no	0.310946	6.87162e-09	4	1
1.90112	168115	0.291707	1	no	0.372563	8.23504e-09	4	1
1.78586	168136	0.199326	1	no	0.328351	1.00071e-08	4	1
2.95021	168143	0.759995	1	no	0.371246	5.42948e-09	4	1
2.29776	168169	0.320566	1	no	0.377354	6.0246e-09	4	1
2.41984	168207	0.0451386	1	no	0.153581	7.08795e-09	4	1
2.76836	168208	0.0400561	1	no	0.221682	6.2206e-09	4	1
2.05022	168249	0.231204	1	no	0.360229	7.87004e-09	4	1
2.39986	168346	0.347322	1	no	0.395885	7.32399e-09	4	1
2.50796	168351	0.382393	1	no	0.409635	6.67621e-09	4	1
2.09691	168372	0.37918	1	no	0.436422	9.65764e-09	4	1
2.85258	168407	0.446128	1	no	0.409603	5.54867e-09	4	1
1.97487	168508	0.0781844	1	no	0.316065	6.92267e-09	4	1
2.18755	168536	0.155356	1	no	0.294184	6.30898e-09	4	1
2.09501	168571	0.134909	1	no	0.338626	8.69708e-09	4	1
1.99272	168611	0.244738	1	no	0.324952	6.33059e-09	4	1
2.00057	168621	0.0336689	1	no	0.0746096	1.39192e-08	4	1
2.82438	168631	0.432711	1	no	0.411908	8.53228e-09	4	1
2.37104	168681	0.324947	1	no	0.35231	7.02823e-09	4	1
2.24413	168689	0.119	1	no	0.421862	7.72431e-09	4	1
2.79208	168698	0.41168	1	no	0.37879	9.20074e-09	4	1
2.78832	168708	0.614551	1	no	0.378149	5.48695e-09	4	1
3.0667	168718	0.364575	1	no	0.373731	8.78105e-09	4	1
2.08505	168725	0.260589	1	no	0.353834	6.72976e-09	4	1
3.05751	168731	0.418087	1	no	0.333349	5.65481e-09	4	1
1.95633	168744	0.310323	1	no	0.381463	6.75996e-09	4	1
1.65492	168746	0.196172	1	no	0.333631	9.72736e-09	4	1
2.43276	168912	0.0750298	1	no	0.312743	9.06904e-09	4	1
1.73003	168913	0.296964	1	no	0.319213	9.92113e-09	4	1
2.44249	168971	0.182696	1	no	0.354509	8.96157e-09	4	1
2.66109	168978	0.39322	1	no	0.343089	6.74702e-09	4	1
2.22271	169002	0.296887	1	no	0.366326	7.58438e-09	4	1
2.31792	169037	0.407903	1	no	0.368215	8.65247e-09	4	1
2.94239	169039	0.486243	1	no	0.384862	7.26443e-09	4	1
2.5013	169097	0.220435	1	no	0.331802	1.17439e-08	4	1
2.5193	169103	0.139349	1	no	0.391699	1.49201e-08	4	1
1.66519	169145	0.201196	1	no	0.356949	6.88028e-09	4	1
2.16182	169215	0.185948	1	no	0.379516	8.82075e-09	4	1
2.36622	169220	0.0736861	1	no	0.335095	8.98469e-09	4	1
2.41392	169236	0.23761	1	no	0.366743	5.92451e-09	4	1
2.84927	169327	0.0775807	1	no	0.359689	7.63372e-09	4	1
2.48658	169416	0.224856	1	no	0.421581	6.71349e-09	4	1
2.07404	169432	0.360116	1	no	0.342886	6.60881e-09	4	1
2.34797	169484	0.350983	1	no	0.342155	7.0031e-09	4	1
1.84061	169544	0.125348	1	no	0.339133	8.63549e-09	4	1
1.85219	169629	0.248418	1	no	0.365917	7.40663e-09	4	1
2.30488	169742	0.395167	1	no	0.375302	8.33095e-09	4	1
2.13285	169760	0.0152085	1	no	0.0832266	7.00811e-09	4	1
2.73834	169772	0.548771	1	no	0.368866	6.84532e-09	4	1
2.95086	169875	0.319884	1	no	0.362026	1.42278e-08	4	1
2.7239	169876	0.194127	1	no	0.379376	6.02368e-09	4	1
2.61328	169893	0.555216	1	no	0.40611	7.65094e-09	4	1
2.59012	169896	0.313458	1	no	0.342797	7.88223e-09	4	1
3.34063	169898	0.817402	1	no	0.381909	8.54459e-09	4	1
2.67218	169924	0.00886025	1	no	0	6.52573e-09	4	1
2.35016	169969	0.286624	1	no	0.388342	7.8314e-09	4	1
2.81974	169980	0.182755	1	no	0.368567	5.71703e-09	4	1
2.19831	169990	0.315366	1	no	0.334548	7.1742e-09	4	1
3.23218	169996	0.460285	1	no	0.424842	5.34689e-09	4	1
2.09036	170027	0.282321	1	no	0.333563	7.59888e-09	4	1
2.99622	170129	0.214593	1	no	0.367332	7.56484e-09	4	1
2.83336	170150	0.320546	1	no	0.412976	6.23403e-09	4	1
2.89139	170234	0.332561	1	no	0.344186	5.73152e-09	4	1
2.82768	170235	0.0571924	1	no	0.36602	5.68494e-09	4	1
2.94233	170247	0.480596	1	no	0.423906	7.10578e-09	4	1
2.8407	170260	0.361946	1	no	0.379782	6.16029e-09	4	1
2.26613	170377	0.0922245	1	no	0.364654	7.08918e-09	4	1
2.15759	170482	0.109439	1	no	0.388968	8.97719e-09	4	1
2.56159	170511	0.119643	1	no	0.430013	1.00648e-08	4	1
2.51546	170521	0.161704	1	no	0.377288	6.00333e-09	4	1
2.30226	170532	0.242712	1	no	0.380135	7.58788e-09	4	1
2.02109	170547	0.164255	1	no	0.328631	1.12091e-08	4	1
2.42709	170594	0.175783	1	no	0.372549	9.26333e-09	4	1
1.87417	170608	0.240804	1	no	0.361798	1.15405e-08	4	1
2.82799	170644	0.67001	1	no	0.374517	5.69972e-09	4	1
2.53745	170703	0.557787	1	no	0.396174	6.51926e-09	4	1
2.66181	170754	0.594786	1	no	0.364032	6.07944e-09	4	1
1.86348	170776	0.157868	1	no	0.313433	9.82426e-09	4	1
2.54693	170833	0.299437	1	no	0.346231	6.21684e-09	4	1
2.24855	170836	0.0711741	1	no	0.212859	8.6983e-09	4	1
2.5759	170853	0.315366	1	no	0.435937	5.77562e-09	4	1
2.76911	170925	0.36255	1	no	0.42663	7.68153e-09	4	1
2.38905	170978	0.0266392	1	no	0.190058	8.06845e-09	4	1
2.82675	170989	0.138142	1	no	0.409501	7.85967e-09	4	1
2.30498	171073	0.337098	1	no	0.341575	7.06465e-09	4	1
3.12698	171246	0.192316	1	no	0.356723	6.46649e-09	4	1
2.64902	171301	0.458221	1	no	0.358293	9.80281e-09	4	1
2.25839	171328	0.212081	1	no	0.425764	7.2089e-09	4	1
2.51237	171357	0.341013	1	no	0.362152	8.02204e-09	4	1
2.60939	171389	0.241427	1	no	0.347475	6.34837e-09	4	1
2.57882	171406	0.320527	1	no	0.341312	7.42085e-09	4	1
2.48039	171569	0.0407182	1	no	0.171688	1.10918e-08	4	1
2.37864	171621	0.0145464	1	no	0.129853	6.21822e-09	4	1
2.64501	171622	0.517672	1	no	0.381395	9.04152e-09	4	1
2.29393	171688	0.0961191	1	no	0.27735	1.00079e-08	4	1
2.39239	171689	0.298814	1	no	0.321212	1.13264e-08	4	1
2.61933	171692	0.566764	1	no	0.386532	9.31939e-09	4	1
2.90301	171718	0.127295	1	no	0.344348	5.99716e-09	4	1
2.45842	171740	0.193562	1	no	0.354527	8.0096e-09	4	1
3.24818	171748	0.101163	1	no	0.326083	7.0987e-09	4	1
2.04723	171825	0.341538	1	no	0.35766	9.1636e-09	4	1
2.0262	171857	0.388176	1	no	0.369018	6.65723e-09	4	1
2.24127	171879	0.412946	1	no	0.374422	6.73628e-09	4	1
1.75201	171891	0.23948	1	no	0.337047	8.35136e-09	4	1
2.54058	171894	0.518919	1	no	0.379165	7.93088e-09	4	1
2.61872	172027	0.396491	1	no	0.367565	6.51951e-09	4	1
1.58112	172043	0.193699	1	no	0.351563	9.9502e-09	4	1
2.65457	172112	0.434094	1	no	0.396106	5.67828e-09	4	1
1.89316	172169	0.335132	1	no	0.402673	7.44843e-09	4	1
2.2407	172287	0.318618	1	no	0.375504	6.39597e-09	4	1
2.68658	172300	0.296945	1	no	0.310578	6.33895e-09	4	1
2.00607	172303	0.0107881	1	no	0	8.08908e-09	4	1
2.66206	172364	0.117033	1	no	0.340932	7.98542e-09	4	1
2.32064	172541	0.189103	1	no	0.447122	1.0965e-08	4	1
2.12925	172602	0.0425487	1	no	0.177574	6.35639e-09	4	1
2.18387	172705	0.0266392	1	no	0.212719	6.63205e-09	4	1
2.59787	172723	0.135494	1	no	0.41693	8.80006e-09	4	1
2.3825	172749	0.0114307	1	no	0	1.00778e-08	4	1
2.51432	172759	0.207583	1	no	0.425891	7.65773e-09	4	1
2.55388	172772	0.360018	1	no	0.365805	6.59642e-09	4	1
2.47644	172826	0.0310596	1	no	0.325392	8.49241e-09	4	1
2.52611	172870	0.244582	1	no	0.468392	6.24751e-09	4	1
2.7701	172878	0.218429	1	no	0.273068	5.87961e-09	4	1
2.64336	172893	0.0623138	1	no	0.1925	7.74503e-09	4	1
1.94138	172904	0.177692	1	no	0.37589	6.8063e-09	4	1
2.30513	172911	0.326174	1	no	0.409612	7.06816e-09	4	1
2.12658	172936	0.306584	1	no	0.382114	7.41508e-09	4	1
2.64309	172960	0.330108	1	no	0.329578	1.06302e-08	4	1
2.60124	172971	0.0330653	1	no	0.133687	6.13282e-09	4	1
2.60688	172989	0.245906	1	no	0.377732	7.55259e-09	4	1
2.56056	172994	0.303235	1	no	0.35429	6.15427e-09	4	1
2.50548	172995	0.131151	1	no	0.40683	7.1251e-09	4	1
2.56097	173003	0.145133	1	no	0.428955	8.79761e-09	4	1
2.15712	173016	0.26497	1	no	0.347909	6.76244e-09	4	1
2.18013	173029	0.419976	1	no	0.362127	7.47609e-09	4	1
2.65416	173036	0.131093	1	no	0.310012	9.8002e-09	4	1
2.10207	173114	0.204409	1	no	0.44165	8.09975e-09	4	1
2.75175	173167	0.638211	1	no	0.397266	6.27728e-09	4	1
2.04738	173168	0.187273	1	no	0.40418	8.03994e-09	4	1
1.88181	173175	0.105038	1	no	0.320541	8.79039e-09	4	1
2.52155	173222	0.0323643	1	no	0.155836	7.71748e-09	4	1
1.91803	173261	0.303955	1	no	0.43129	8.3871e-09	4	1
2.34644	173301	0.232509	1	no	0.352764	7.12887e-09	4	1
3.05359	173354	0.563006	1	no	0.374516	5.63612e-09	4	1
3.00533	173361	0.0120538	1	no	0	6.97716e-09	4	1
3.0705	173371	0.171928	1	no	0.443652	5.2336e-09	4	1
