source_e (MeV)	NPS	det_pulse (MeVee)	det_cell	corr_count	PSD	time (s)	cells_history
2.63567	639851	0.45581	1	no	0.382255	7.29001e-09	4	1
2.41911	639852	0.201002	1	no	0.321785	7.62502e-09	4	1
2.57623	639867	0.294024	1	no	0.330533	1.22602e-08	4	1
2.09479	639868	0.0730244	1	no	0.312467	1.09205e-08	4	1
2.19289	639930	0.186315	1	no	0.398622	1.05359e-08	4	1
2.35404	639932	0.198454	1	no	0.38071	6.34489e-09	4	1
2.23831	639973	0.217692	1	no	0.318291	7.48272e-09	4	1
2.42732	639987	0.512669	1	no	0.378448	6.18534e-09	4	1
2.5919	640067	0.326568	1	no	0.401239	8.47341e-09	4	1
2.1203	640097	0.297214	1	no	0.354932	7.68705e-09	4	1
3.12174	640121	0.733765	1	no	0.385091	6.60244e-09	4	1
2.72749	640134	0.369227	1	no	0.394289	6.88037e-09	4	1
2.94198	640155	0.53749	1	no	0.385799	6.43958e-09	4	1
2.46613	640178	0.457774	1	no	0.37645	5.98048e-09	4	1
2.17187	640196	0.145718	1	no	0.32252	7.2024e-09	4	1
1.39382	640214	0.0399553	1	no	0.204966	8.95593e-09	4	1
2.2359	640222	0.335477	1	no	0.420793	7.21127e-09	4	1
2.72322	640277	0.388368	1	no	0.333934	6.386e-09	4	1
2.29068	640358	0.244945	1	no	0.383736	6.87147e-09	4	1
2.44716	640364	0.427156	1	no	0.379571	6.48003e-09	4	1
1.84132	640370	0.0806304	1	no	0.321592	8.23271e-09	4	1
2.62485	640376	0.254574	1	no	0.431955	5.67085e-09	4	1
1.62225	640382	0.177523	1	no	0.372124	7.43534e-09	4	1
2.23115	640395	0.171084	1	no	0.385901	7.98547e-09	4	1
1.89632	640488	0.284492	1	no	0.364034	6.84902e-09	4	1
1.87146	640520	0.212479	1	no	0.388355	8.3039e-09	4	1
2.53894	640529	0.13358	1	no	0.33246	1.10833e-08	4	1
2.55394	640573	0.226504	1	no	0.412144	8.00882e-09	4	1
2.24481	640577	0.251364	1	no	0.351184	6.54503e-09	4	1
3.01932	640598	0.143053	1	no	0.403726	1.19661e-08	4	1
3.01266	640634	0.487206	1	no	0.372155	7.36407e-09	4	1
2.25661	640682	0.215066	1	no	0.389924	7.65696e-09	4	1
2.24144	640715	0.351447	1	no	0.363591	6.56711e-09	4	1
2.92493	640719	0.63376	1	no	0.375537	6.65331e-09	4	1
2.3117	640761	0.329699	1	no	0.352705	5.87107e-09	4	1
2.81744	640762	0.643214	1	no	0.363001	6.3483e-09	4	1
2.37117	640822	0.286457	1	no	0.363982	6.28133e-09	4	1
2.49676	640851	0.322696	1	no	0.374164	7.91423e-09	4	1
2.33189	640948	0.155795	1	no	0.350106	8.3158e-09	4	1
2.32685	640971	0.216253	1	no	0.390483	7.5153e-09	4	1
2.33114	640978	0.436124	1	no	0.37471	7.61303e-09	4	1
2.26716	641021	0.266654	1	no	0.35731	7.56397e-09	4	1
1.70501	641051	0.13677	1	no	0.320296	8.35982e-09	4	1
1.98145	641062	0.190809	1	no	0.36599	7.61717e-09	4	1
2.22692	641100	0.148266	1	no	0.428628	1.03256e-08	4	1
2.02396	641104	0.0107572	1	no	0.23689	8.23997e-09	4	1
2.35119	641144	0.101717	1	no	0.317843	9.44399e-09	4	1
3.03616	641149	0.00947334	1	no	0	9.78483e-09	4	1
1.9719	641197	0.178126	1	no	0.317025	7.74492e-09	4	1
2.83679	641199	0.487128	1	no	0.394377	5.90356e-09	4	1
2.32032	641232	0.194622	1	no	0.365317	8.21556e-09	4	1
2.11217	641280	0.219501	1	no	0.352889	7.88458e-09	4	1
2.21944	641284	0.435501	1	no	0.422012	8.69134e-09	4	1
2.26063	641291	0.489618	1	no	0.371315	7.93897e-09	4	1
2.14356	641312	0.193999	1	no	0.382834	7.47827e-09	4	1
1.82971	641361	0.0463941	1	no	0.355136	8.57704e-09	4	1
2.26345	641364	0.275602	1	no	0.447558	8.7711e-09	4	1
2.48815	641378	0.281924	1	no	0.346926	7.15044e-09	4	1
2.82356	641398	0.185751	1	no	0.376165	6.86145e-09	4	1
2.42492	641402	0.373098	1	no	0.374974	6.79035e-09	4	1
2.59048	641447	0.285756	1	no	0.360109	5.99055e-09	4	1
2.69847	641464	0.17871	1	no	0.394253	9.87062e-09	4	1
2.28695	641475	0.295269	1	no	0.376573	6.37759e-09	4	1
1.94677	641493	0.172368	1	no	0.386412	6.82157e-09	4	1
2.633	641525	0.277431	1	no	0.352405	6.01555e-09	4	1
2.56509	641545	0.251967	1	no	0.451478	6.1391e-09	4	1
2.38354	641569	0.13854	1	no	0.361696	6.06514e-09	4	1
2.45837	641614	0.288324	1	no	0.372419	7.33784e-09	4	1
2.90599	641632	0.389652	1	no	0.388348	8.50168e-09	4	1
2.03875	641637	0.0495065	1	no	0.293517	7.15253e-09	4	1
2.40058	641640	0.327851	1	no	0.380028	6.43497e-09	4	1
2.81761	641673	0.202869	1	no	0.394093	6.33596e-09	4	1
2.49536	641675	0.381326	1	no	0.323318	8.26398e-09	4	1
3.08001	641678	0.376171	1	no	0.364981	6.30665e-09	4	1
2.45824	641695	0.349502	1	no	0.407692	5.96799e-09	4	1
1.93695	641761	0.0553033	1	no	0.309532	6.82063e-09	4	1
2.48027	641785	0.264222	1	no	0.38504	5.75992e-09	4	1
2.00866	641876	0.285737	1	no	0.38471	6.4837e-09	4	1
2.27962	641928	0.355882	1	no	0.403826	7.00171e-09	4	1
2.36672	641976	0.358372	1	no	0.390382	7.98769e-09	4	1
2.35483	641988	0.226563	1	no	0.342148	6.97895e-09	4	1
2.11743	642027	0.291495	1	no	0.324858	9.28287e-09	4	1
3.22583	642033	0.756622	1	no	0.36919	5.29005e-09	4	1
2.23163	642046	0.252648	1	no	0.36218	9.48505e-09	4	1
2.40299	642067	0.145018	1	no	0.341247	8.90499e-09	4	1
2.27456	642182	0.374907	1	no	0.406994	7.30327e-09	4	1
2.39944	642225	0.53998	1	no	0.391044	9.48466e-09	4	1
2.09246	642285	0.0170792	1	no	0.0740319	6.67848e-09	4	1
2.12099	642295	0.134163	1	no	0.278527	7.03444e-09	4	1
2.66741	642303	0.150095	1	no	0.423017	6.75682e-09	4	1
2.36952	642346	0.343102	1	no	0.342669	7.51484e-09	4	1
2.56333	642348	0.025366	1	no	0.199387	8.49507e-09	4	1
2.81668	642376	0.115042	1	no	0.247548	6.10937e-09	4	1
2.16477	642466	0.0361815	1	no	0.262903	6.1707e-09	4	1
2.50901	642516	0.243642	1	no	0.459002	5.73651e-09	4	1
2.20371	642598	0.320868	1	no	0.328766	7.27315e-09	4	1
1.22956	642614	0.0838789	1	no	0.339981	1.27209e-08	4	1
2.84646	642740	0.54317	1	no	0.406403	6.15024e-09	4	1
2.32558	642832	0.254535	1	no	0.369201	7.3483e-09	4	1
2.66058	642933	0.211273	1	no	0.357886	9.12762e-09	4	1
2.40961	643027	0.269163	1	no	0.346896	6.28013e-09	4	1
2.60202	643031	0.633021	1	no	0.354649	6.87489e-09	4	1
2.36077	643047	0.25899	1	no	0.333559	6.95899e-09	4	1
2.76321	643060	0.415173	1	no	0.356979	5.98365e-09	4	1
2.06153	643189	0.183223	1	no	0.349931	6.90713e-09	4	1
1.7213	643197	0.243019	1	no	0.336829	7.09585e-09	4	1
2.37058	643209	0.16663	1	no	0.365515	6.49226e-09	4	1
2.51297	643239	0.0297622	1	no	0.0836601	6.64753e-09	4	1
1.85249	643246	0.178029	1	no	0.377841	7.69702e-09	4	1
2.7514	643260	0.1762	1	no	0.403842	5.47203e-09	4	1
2.4104	643389	0.135428	1	no	0.403045	1.16776e-08	4	1
2.43543	643415	0.231679	1	no	0.381276	9.05071e-09	4	1
2.35259	643431	0.379575	1	no	0.39384	5.87496e-09	4	1
2.59467	643493	0.392803	1	no	0.321993	7.53659e-09	4	1
2.70291	643579	0.415815	1	no	0.368685	6.22171e-09	4	1
2.73957	643589	0.300443	1	no	0.334153	7.50306e-09	4	1
2.93913	643607	0.251287	1	no	0.401997	5.83541e-09	4	1
2.57617	643622	0.0495259	1	no	0.204635	6.4571e-09	4	1
2.54184	643640	0.238643	1	no	0.426231	6.55277e-09	4	1
3.20079	643704	0.28066	1	no	0.323607	1.23047e-08	4	1
2.59741	643718	0.619735	1	no	0.344926	8.19002e-09	4	1
2.1395	643745	0.0482615	1	no	0.262394	1.00822e-08	4	1
3.17759	643850	0.308691	1	no	0.422144	5.53888e-09	4	1
2.08417	643875	0.260293	1	no	0.390703	8.29367e-09	4	1
2.15735	643973	0.196567	1	no	0.381197	1.01592e-08	4	1
2.23541	643981	0.227769	1	no	0.345717	6.66453e-09	4	1
2.5527	644005	0.133483	1	no	0.303556	8.77508e-09	4	1
2.75873	644015	0.26288	1	no	0.369913	6.06226e-09	4	1
2.03423	644021	0.0539416	1	no	0.328525	6.98094e-09	4	1
1.92306	644026	0.208705	1	no	0.352969	8.12092e-09	4	1
2.54662	644048	0.25329	1	no	0.409185	7.71204e-09	4	1
2.2106	644086	0.203531	1	no	0.339864	7.34175e-09	4	1
2.38999	644097	0.128483	1	no	0.281453	7.44536e-09	4	1
2.20651	644148	0.290833	1	no	0.369139	7.22952e-09	4	1
2.51155	644186	0.108019	1	no	0.293175	8.69351e-09	4	1
2.35906	644229	0.115684	1	no	0.389272	7.2659e-09	4	1
2.66696	644263	0.168575	1	no	0.350335	8.62932e-09	4	1
2.74909	644286	0.22133	1	no	0.369837	7.35971e-09	4	1
1.70212	644304	0.144376	1	no	0.36055	1.13597e-08	4	1
2.27705	644337	0.197831	1	no	0.39174	6.26843e-09	4	1
1.90064	644340	0.29521	1	no	0.367686	7.78276e-09	4	1
3.40934	644377	0.781502	1	no	0.387629	5.59674e-09	4	1
2.02414	644381	0.143053	1	no	0.314795	6.89366e-09	4	1
2.53697	644406	0.567972	1	no	0.383006	6.81141e-09	4	1
2.29254	644431	0.131557	1	no	0.34186	6.64323e-09	4	1
2.30714	644459	0.315713	1	no	0.334073	6.94108e-09	4	1
2.54377	644461	0.0705151	1	no	0.368552	6.6643e-09	4	1
2.73586	644466	0.33608	1	no	0.368814	7.52693e-09	4	1
3.08213	644486	0.0411808	1	no	0.321682	8.69775e-09	4	1
2.23023	644511	0.201586	1	no	0.343047	8.82094e-09	4	1
2.50475	644603	0.278617	1	no	0.403477	6.90784e-09	4	1
2.33071	644694	0.134728	1	no	0.390557	6.54121e-09	4	1
2.72242	644701	0.46608	1	no	0.328798	7.25327e-09	4	1
2.28588	644776	0.267296	1	no	0.346991	6.51491e-09	4	1
2.4208	644844	0.055809	1	no	0.248867	6.75791e-09	4	1
2.53171	644909	0.144376	1	no	0.395985	8.50617e-09	4	1
2.20965	644971	0.247591	1	no	0.336188	8.23647e-09	4	1
2.1719	644986	0.229014	1	no	0.407628	7.76858e-09	4	1
2.12593	645010	0.140466	1	no	0.451738	6.70784e-09	4	1
2.98078	645087	0.470613	1	no	0.385194	8.23191e-09	4	1
2.75064	645124	0.690503	1	no	0.343804	6.21836e-09	4	1
2.71117	645143	0.146341	1	no	0.299482	5.46395e-09	4	1
2.41027	645167	0.381988	1	no	0.347762	7.77366e-09	4	1
2.49523	645203	0.324019	1	no	0.351144	7.10279e-09	4	1
2.38306	645266	0.510082	1	no	0.370414	6.57375e-09	4	1
1.57619	645294	0.0788018	1	no	0.289064	8.40499e-09	4	1
3.0075	645310	0.76557	1	no	0.379866	6.9122e-09	4	1
2.59637	645391	0.0158148	1	no	0.0393604	6.04324e-09	4	1
2.32727	645401	0.315713	1	no	0.32212	7.89752e-09	4	1
2.98613	645418	0.0475418	1	no	0.251637	7.19729e-09	4	1
2.60677	645429	0.0266304	1	no	0.141709	6.03589e-09	4	1
2.43066	645470	0.210573	1	no	0.383002	1.05708e-08	4	1
2.57919	645477	0.3233	1	no	0.424609	6.32325e-09	4	1
2.56177	645519	0.25899	1	no	0.350683	9.60249e-09	4	1
2.05544	645521	0.132782	1	no	0.381629	6.80531e-09	4	1
1.84647	645555	0.277547	1	no	0.375596	9.93792e-09	4	1
2.30844	645600	0.216331	1	no	0.366873	6.92404e-09	4	1
2.50201	645631	0.212421	1	no	0.325366	6.29025e-09	4	1
2.44261	645662	0.394612	1	no	0.368826	6.28641e-09	4	1
2.85747	645691	0.153888	1	no	0.300973	5.67322e-09	4	1
1.87464	645692	0.150659	1	no	0.361911	7.31823e-09	4	1
2.35768	645728	0.0799884	1	no	0.276508	8.57734e-09	4	1
2.28634	645758	0.197228	1	no	0.41868	7.97703e-09	4	1
2.18768	645827	0.11119	1	no	0.404654	7.89518e-09	4	1
2.12318	645870	0.233488	1	no	0.378072	1.0947e-08	4	1
2.70987	645899	0.397841	1	no	0.364268	7.21936e-09	4	1
2.86824	645904	0.564198	1	no	0.402634	5.84159e-09	4	1
2.38181	646000	0.102223	1	no	0.433873	8.70096e-09	4	1
1.93213	646040	0.125235	1	no	0.399969	6.76133e-09	4	1
2.27792	646081	0.139279	1	no	0.364525	1.23558e-08	4	1
2.7041	646082	0.187016	1	no	0.346162	7.80913e-09	4	1
2.29056	646103	0.483257	1	no	0.353903	7.66095e-09	4	1
1.84598	646147	0.0361426	1	no	0.349839	1.03069e-08	4	1
2.59702	646154	0.206215	1	no	0.400623	5.94583e-09	4	1
3.08025	646184	0.380645	1	no	0.419205	5.3577e-09	4	1
2.6795	646259	0.0241016	1	no	0.104923	1.18226e-08	4	1
1.895	646326	0.155795	1	no	0.366588	8.46657e-09	4	1
2.2815	646330	0.378175	1	no	0.435677	5.94645e-09	4	1
2.85697	646376	0.720343	1	no	0.362183	5.67403e-09	4	1
2.7529	646380	0.182542	1	no	0.417413	7.30409e-09	4	1
2.27264	646452	0.301007	1	no	0.401189	8.67843e-09	4	1
2.28691	646453	0.20108	1	no	0.35697	8.01173e-09	4	1
1.9147	646465	0.210592	1	no	0.395067	7.68914e-09	4	1
2.57328	646558	0.617226	1	no	0.361897	6.82881e-09	4	1
2.4989	646651	0.411322	1	no	0.389643	6.22215e-09	4	1
2.42151	646672	0.387609	1	no	0.363896	1.0727e-08	4	1
2.13058	646679	0.124612	1	no	0.253981	7.87823e-09	4	1
2.35117	646688	0.478083	1	no	0.352281	7.39654e-09	4	1
2.23497	646719	0.276964	1	no	0.348996	7.55833e-09	4	1
2.5945	646796	0.41706	1	no	0.358396	6.19713e-09	4	1
2.33615	646801	0.0532802	1	no	0.32019	1.06428e-08	4	1
2.64817	646806	0.0584546	1	no	0.303494	6.00691e-09	4	1
2.13744	646811	0.244965	1	no	0.40459	7.00574e-09	4	1
2.83426	646816	0.1755	1	no	0.332188	6.72232e-09	4	1
2.52557	646833	0.269163	1	no	0.368071	8.92919e-09	4	1
2.78052	646858	0.155756	1	no	0.362683	6.38166e-09	4	1
2.89447	646859	0.0107767	1	no	0	6.33089e-09	4	1
2.84507	646922	0.351292	1	no	0.361593	7.06516e-09	4	1
2.69862	646970	0.404844	1	no	0.367384	6.25266e-09	4	1
1.92223	646978	0.186335	1	no	0.39169	7.38651e-09	4	1
2.02747	646990	0.199757	1	no	0.339955	7.95637e-09	4	1
2.71545	647003	0.346954	1	no	0.38669	5.65651e-09	4	1
2.2357	647030	0.329758	1	no	0.410807	8.1053e-09	4	1
2.35149	647074	0.366601	1	no	0.440412	7.97001e-09	4	1
2.76513	647101	0.427195	1	no	0.373662	8.60986e-09	4	1
2.89328	647115	0.0622089	1	no	0.304878	5.7642e-09	4	1
3.04234	647173	0.727366	1	no	0.402466	6.08429e-09	4	1
2.17903	647209	0.424686	1	no	0.344357	6.73944e-09	4	1
2.3554	647368	0.295969	1	no	0.369241	6.92824e-09	4	1
1.91286	647400	0.318222	1	no	0.38138	8.46843e-09	4	1
2.6171	647425	0.0805914	1	no	0.29761	5.90531e-09	4	1
2.37046	647455	0.372378	1	no	0.403019	6.737e-09	4	1
2.18149	647506	0.0832564	1	no	0.304206	1.06275e-08	4	1
1.71676	647547	0.106094	1	no	0.394206	9.52111e-09	4	1
2.29446	647563	0.406828	1	no	0.397007	6.93585e-09	4	1
2.22874	647580	0.0469776	1	no	0.174741	5.90677e-09	4	1
2.60503	647592	0.497943	1	no	0.346121	7.29905e-09	4	1
2.54827	647631	0.20357	1	no	0.380698	5.67588e-09	4	1
1.68235	647634	0.145018	1	no	0.328102	8.96604e-09	4	1
2.44266	647656	0.488451	1	no	0.398606	6.52575e-09	4	1
2.36294	647685	0.15772	1	no	0.390602	6.31504e-09	4	1
2.0247	647760	0.322774	1	no	0.403905	7.81997e-09	4	1
1.91594	647766	0.0533191	1	no	0.367749	7.49576e-09	4	1
2.82909	647820	0.332267	1	no	0.342252	5.62429e-09	4	1
2.64911	647862	0.576979	1	no	0.402448	7.50191e-09	4	1
1.87751	647897	0.242533	1	no	0.429981	8.48436e-09	4	1
2.9569	647942	0.736275	1	no	0.39498	6.28929e-09	4	1
2.67838	647954	0.522823	1	no	0.367377	6.16413e-09	4	1
2.87597	647985	0.0851044	1	no	0.2816	6.38686e-09	4	1
2.79006	648015	0.224637	1	no	0.39877	7.7173e-09	4	1
3.04253	648038	0.438691	1	no	0.379789	5.51539e-09	4	1
2.06312	648052	0.282663	1	no	0.391577	7.37492e-09	4	1
2.59525	648083	0.267179	1	no	0.392137	5.65092e-09	4	1
2.72049	648087	0.524029	1	no	0.375032	8.70832e-09	4	1
2.66928	648109	0.310617	1	no	0.333479	6.77167e-09	4	1
2.14941	648122	0.221369	1	no	0.453515	6.34451e-09	4	1
2.64152	648165	0.413812	1	no	0.393362	6.86526e-09	4	1
2.97408	648172	0.417041	1	no	0.368907	7.57326e-09	4	1
1.93328	648221	0.116364	1	no	0.337513	8.00498e-09	4	1
2.55155	648225	0.153207	1	no	0.364271	8.50453e-09	4	1
2.4171	648240	0.439294	1	no	0.399637	6.22153e-09	4	1
2.23099	648284	0.353373	1	no	0.350985	7.21502e-09	4	1
1.6342	648286	0.0679085	1	no	0.279003	8.04706e-09	4	1
2.04064	648307	0.370452	1	no	0.334384	9.14751e-09	4	1
2.73588	648311	0.608861	1	no	0.348914	7.00151e-09	4	1
2.2011	648315	0.276302	1	no	0.34969	9.5803e-09	4	1
2.49163	648347	0.0972427	1	no	0.378276	6.62212e-09	4	1
2.6292	648375	0.181919	1	no	0.376818	1.029e-08	4	1
2.21694	648446	0.374323	1	no	0.370213	7.77732e-09	4	1
2.35308	648493	0.0443905	1	no	0.2844	9.06835e-09	4	1
2.53654	648497	0.0845208	1	no	0.2771	6.79707e-09	4	1
2.29611	648523	0.178107	1	no	0.359983	6.35374e-09	4	1
2.58886	648562	0.262219	1	no	0.300371	6.6008e-09	4	1
2.92915	648564	0.588495	1	no	0.388193	6.31698e-09	4	1
3.08766	648596	0.429724	1	no	0.384682	1.0117e-08	4	1
2.588	648607	0.616467	1	no	0.389006	6.16277e-09	4	1
3.31777	648778	0.178787	1	no	0.290937	6.25917e-09	4	1
2.41914	648810	0.0787824	1	no	0.337778	8.15457e-09	4	1
2.09545	648964	0.0584157	1	no	0.368964	7.04372e-09	4	1
2.70692	649078	0.00945388	1	no	0	6.79001e-09	4	1
2.06885	649102	0.181978	1	no	0.415607	7.79539e-09	4	1
2.26223	649103	0.436707	1	no	0.371225	8.77286e-09	4	1
2.24862	649128	0.0755533	1	no	0.217044	8.38776e-09	4	1
2.09188	649138	0.00824783	1	no	0	8.95074e-09	4	1
2.90165	649249	0.0705151	1	no	0.296552	6.54771e-09	4	1
2.66699	649314	0.262219	1	no	0.290727	8.42777e-09	4	1
2.88104	649380	0.608219	1	no	0.366169	8.88618e-09	4	1
2.34838	649386	0.176842	1	no	0.319327	9.13111e-09	4	1
1.82481	649387	0.235413	1	no	0.35333	8.69723e-09	4	1
2.21126	649395	0.17231	1	no	0.327613	7.05038e-09	4	1
2.52395	649413	0.457852	1	no	0.344521	5.96156e-09	4	1
2.81749	649444	0.476332	1	no	0.355209	7.90997e-09	4	1
2.84177	649469	0.362982	1	no	0.336442	5.37804e-09	4	1
1.93859	649470	0.139902	1	no	0.289905	7.20279e-09	4	1
2.01792	649535	0.186354	1	no	0.313152	9.0618e-09	4	1
2.41567	649548	0.196528	1	no	0.364842	5.6312e-09	4	1
2.82812	649740	0.301668	1	no	0.326477	6.72926e-09	4	1
2.28261	649742	0.0355007	1	no	0.249315	6.39464e-09	4	1
2.21695	649753	0.301668	1	no	0.366456	7.19481e-09	4	1
2.32792	649834	0.443107	1	no	0.347206	6.48774e-09	4	1
2.57903	649858	0.15455	1	no	0.344871	7.23968e-09	4	1
2.7662	649873	0.322794	1	no	0.346571	7.4722e-09	4	1
2.16019	649874	0.352692	1	no	0.402074	6.5379e-09	4	1
2.58926	649891	0.104168	1	no	0.309617	5.66837e-09	4	1
2.64145	649910	0.599894	1	no	0.338208	5.85041e-09	4	1
1.8354	649918	0.291495	1	no	0.335602	9.55119e-09	4	1
2.32283	649920	0.366601	1	no	0.350048	7.25641e-09	4	1
1.81814	649929	0.122122	1	no	0.384836	7.99252e-09	4	1
2.41214	649930	0.21884	1	no	0.374311	6.21423e-09	4	1
2.68615	649945	0.011438	1	no	0.110544	9.71584e-09	4	1
2.68497	649948	0.448884	1	no	0.393872	5.6755e-09	4	1
2.14143	650055	0.457833	1	no	0.391783	6.36915e-09	4	1
2.65077	650066	0.0857463	1	no	0.369328	1.2462e-08	4	1
2.5631	650080	0.147527	1	no	0.396097	6.7058e-09	4	1
3.46002	650168	0.343083	1	no	0.376084	5.44495e-09	4	1
1.86209	650171	0.234791	1	no	0.378708	7.51287e-09	4	1
2.45582	650177	0.471741	1	no	0.416436	6.4187e-09	4	1
1.89624	650291	0.324564	1	no	0.403296	9.21066e-09	4	1
2.29564	650316	0.124612	1	no	0.289728	6.8102e-09	4	1
2.30675	650322	0.1819	1	no	0.35932	7.7249e-09	4	1
2.09329	650363	0.124651	1	no	0.269351	6.59126e-09	4	1
2.10485	650370	0.367923	1	no	0.43021	7.63836e-09	4	1
1.87681	650391	0.127199	1	no	0.319009	6.38188e-09	4	1
1.97881	650396	0.0170987	1	no	0.147895	1.01012e-08	4	1
2.53889	650430	0.244342	1	no	0.371626	6.69493e-09	4	1
1.79874	650503	0.0838206	1	no	0.324669	6.97695e-09	4	1
1.99926	650526	0.0170598	1	no	0.184721	6.83397e-09	4	1
2.03558	650626	0.0120216	1	no	0.105178	1.0316e-08	4	1
2.66844	650669	0.239849	1	no	0.37867	8.30182e-09	4	1
2.51633	650743	0.232243	1	no	0.284195	7.06191e-09	4	1
2.57797	650784	0.428518	1	no	0.402197	7.03063e-09	4	1
2.40681	650827	0.206818	1	no	0.377916	7.03435e-09	4	1
2.33453	650857	0.323338	1	no	0.33215	9.91895e-09	4	1
2.62648	650869	0.369188	1	no	0.37531	7.76842e-09	4	1
1.8251	650878	0.197189	1	no	0.347736	1.04974e-08	4	1
2.18958	650886	0.217595	1	no	0.318076	7.36583e-09	4	1
2.07966	650906	0.0278753	1	no	0.20307	7.34799e-09	4	1
3.31359	650913	0.441882	1	no	0.351162	6.29102e-09	4	1
2.53453	650994	0.483899	1	no	0.360146	6.79806e-09	4	1
2.28456	651009	0.250061	1	no	0.396188	6.42238e-09	4	1
2.84005	651042	0.171045	1	no	0.382008	5.85812e-09	4	1
2.70705	651107	0.222692	1	no	0.382075	5.46712e-09	4	1
2.40101	651109	0.0469387	1	no	0.310402	6.27414e-09	4	1
2.06711	651161	0.303497	1	no	0.389373	6.71775e-09	4	1
1.88286	651173	0.0107572	1	no	0.0578662	6.78696e-09	4	1
2.47628	651193	0.364111	1	no	0.387648	8.17576e-09	4	1
2.91076	651269	0.729272	1	no	0.360336	5.41494e-09	4	1
2.10683	651314	0.216953	1	no	0.377477	7.56485e-09	4	1
3.08916	651315	0.645801	1	no	0.383295	5.75067e-09	4	1
2.17775	651327	0.225201	1	no	0.40615	6.4147e-09	4	1
2.58074	651346	0.315071	1	no	0.387417	7.01458e-09	4	1
2.62658	651383	0.0730244	1	no	0.294619	8.17868e-09	4	1
2.63298	651421	0.349521	1	no	0.398431	6.80813e-09	4	1
2.43894	651524	0.487809	1	no	0.393827	6.0381e-09	4	1
2.45153	651531	0.0545641	1	no	0.231016	7.221e-09	4	1
2.19649	651601	0.318845	1	no	0.372644	7.59983e-09	4	1
2.39004	651638	0.0851628	1	no	0.327775	6.47081e-09	4	1
2.7737	651646	0.503001	1	no	0.393186	6.07618e-09	4	1
2.68388	651675	0.179332	1	no	0.406986	7.3944e-09	4	1
2.88775	651706	0.403619	1	no	0.374813	6.63408e-09	4	1
2.1104	651742	0.0126246	1	no	0.100154	7.82144e-09	4	1
1.99739	651857	0.0927881	1	no	0.293711	7.90505e-09	4	1
2.74934	651896	0.194058	1	no	0.455192	7.45918e-09	4	1
3.03994	651914	0.467967	1	no	0.338321	6.15786e-09	4	1
2.7568	651977	0.19966	1	no	0.400331	5.51597e-09	4	1
2.5779	652015	0.41706	1	no	0.365905	6.23326e-09	4	1
2.41813	652025	0.245587	1	no	0.403564	9.19787e-09	4	1
2.5281	652165	0.355163	1	no	0.384653	7.90867e-09	4	1
2.56195	652173	0.535409	1	no	0.371748	7.83553e-09	4	1
2.05581	652192	0.227146	1	no	0.315749	6.84511e-09	4	1
2.40763	652220	0.134144	1	no	0.31192	6.65099e-09	4	1
2.37507	652267	0.301707	1	no	0.366409	1.04669e-08	4	1
2.14502	652386	0.180655	1	no	0.393669	7.69838e-09	4	1
2.19911	652442	0.0737247	1	no	0.214512	6.22359e-09	4	1
2.35981	652625	0.0170598	1	no	0.295325	6.36737e-09	4	1
2.8611	652702	0.286301	1	no	0.38368	6.78983e-09	4	1
2.35645	652732	0.32079	1	no	0.388333	9.8191e-09	4	1
2.5393	652813	0.483918	1	no	0.374563	5.92683e-09	4	1
2.58074	652862	0.230317	1	no	0.399831	6.0531e-09	4	1
2.07818	652880	0.208608	1	no	0.407684	7.53143e-09	4	1
2.54101	652968	0.468629	1	no	0.392221	6.25238e-09	4	1
2.50857	653017	0.250664	1	no	0.354648	6.19857e-09	4	1
2.55001	653035	0.499889	1	no	0.400887	7.67164e-09	4	1
2.9205	653062	0.360356	1	no	0.391741	6.51709e-09	4	1
2.4308	653088	0.399242	1	no	0.33283	6.79313e-09	4	1
2.08684	653098	0.192774	1	no	0.339051	7.82653e-09	4	1
2.48195	653283	0.31439	1	no	0.359733	1.05213e-08	4	1
2.04703	653294	0.127686	1	no	0.376904	8.08648e-09	4	1
1.99476	653436	0.243603	1	no	0.419548	1.2772e-08	4	1
2.38716	653445	0.279454	1	no	0.352499	9.29321e-09	4	1
3.11634	653455	0.0139279	1	no	0.180168	7.5936e-09	4	1
2.61858	653512	0.369791	1	no	0.322935	6.47922e-09	4	1
2.76149	653521	0.510121	1	no	0.41298	5.88078e-09	4	1
1.86338	653609	0.0113797	1	no	0	9.61751e-09	4	1
2.53046	653643	0.217537	1	no	0.435125	6.70112e-09	4	1
2.16727	653653	0.411341	1	no	0.346354	8.36881e-09	4	1
3.0794	653726	0.509362	1	no	0.377048	6.11788e-09	4	1
1.64701	653730	0.132218	1	no	0.297043	8.08207e-09	4	1
2.1356	653741	0.255858	1	no	0.297879	7.78435e-09	4	1
2.2121	653769	0.0514322	1	no	0.221256	8.01737e-09	4	1
2.71273	653789	0.432914	1	no	0.38333	8.3007e-09	4	1
2.30298	653840	0.380743	1	no	0.399223	9.99065e-09	4	1
2.40983	653851	0.532316	1	no	0.38235	6.53624e-09	4	1
3.12385	653933	0.46931	1	no	0.420252	6.83818e-09	4	1
1.99382	653961	0.339231	1	no	0.393429	6.66751e-09	4	1
2.24186	653965	0.298478	1	no	0.415146	8.08871e-09	4	1
2.5527	654020	0.0284978	1	no	0.198635	9.94694e-09	4	1
1.99068	654033	0.137373	1	no	0.336873	8.17214e-09	4	1
2.67006	654052	0.496679	1	no	0.386833	6.38108e-09	4	1
