source_e (MeV)	NPS	det_pulse (MeVee)	det_cell	corr_count	PSD	time (s)	cells_history
2.62829	74608	0.0157759	1	no	0.0789149	7.88963e-09	4	1
2.52461	74627	0.168614	1	no	0.34264	6.30105e-09	4	1
2.69504	74714	0.0215533	1	no	0.116426	7.58941e-09	4	1
2.16643	74744	0.156398	1	no	0.377239	8.39205e-09	4	1
2.72099	74756	0.625435	1	no	0.356028	5.81498e-09	4	1
2.13424	74774	0.317016	1	no	0.383077	1.02688e-08	4	1
1.82742	74777	0.260332	1	no	0.351416	6.9471e-09	4	1
2.05632	74815	0.348879	1	no	0.333426	6.75264e-09	4	1
2.37596	74816	0.228372	1	no	0.378024	5.90479e-09	4	1
2.63499	74878	0.113758	1	no	0.345417	6.45216e-09	4	1
2.30814	74915	0.301746	1	no	0.339092	7.84588e-09	4	1
2.29178	74939	0.292818	1	no	0.336411	7.92876e-09	4	1
2.27177	74961	0.241813	1	no	0.294023	6.5818e-09	4	1
2.4315	75019	0.510043	1	no	0.339054	7.06477e-09	4	1
2.00195	75060	0.0208336	1	no	0.239963	1.03037e-08	4	1
2.00023	75069	0.321588	1	no	0.362025	7.07662e-09	4	1
2.19177	75145	0.276186	1	no	0.354134	1.04885e-08	4	1
2.30933	75244	0.183203	1	no	0.311637	8.0846e-09	4	1
2.50674	75299	0.349521	1	no	0.33465	8.91062e-09	4	1
2.66191	75369	0.596762	1	no	0.38275	9.24653e-09	4	1
2.50281	75388	0.414531	1	no	0.362177	6.62748e-09	4	1
2.18076	75415	0.0641541	1	no	0.315949	9.05176e-09	4	1
2.66748	75421	0.606935	1	no	0.357456	8.36272e-09	4	1
2.45817	75422	0.308185	1	no	0.338257	8.1545e-09	4	1
3.10808	75453	0.681361	1	no	0.403346	8.08264e-09	4	1
2.07389	75460	0.180733	1	no	0.319664	9.42342e-09	4	1
2.67425	75466	0.0831981	1	no	0.311901	6.98576e-09	4	1
1.7536	75592	0.320129	1	no	0.400924	8.10788e-09	4	1
1.93543	75638	0.143676	1	no	0.348633	7.34272e-09	4	1
2.42358	75664	0.187658	1	no	0.328185	7.88535e-09	4	1
1.73143	75717	0.151924	1	no	0.396543	7.43557e-09	4	1
3.19467	75743	0.528601	1	no	0.38765	4.95445e-09	4	1
2.1701	75756	0.128444	1	no	0.305922	6.30159e-09	4	1
2.52915	75760	0.21635	1	no	0.361176	6.67201e-09	4	1
2.45348	75772	0.262219	1	no	0.409644	7.36057e-09	4	1
2.33373	75802	0.0915237	1	no	0.262912	6.37203e-09	4	1
2.73619	75841	0.554064	1	no	0.336306	7.12619e-09	4	1
2.70882	75878	0.0393328	1	no	0.208704	1.07568e-08	4	1
2.78041	75956	0.125838	1	no	0.342557	7.02512e-09	4	1
2.94343	75984	0.315674	1	no	0.368376	6.22041e-09	4	1
2.5993	75992	0.383271	1	no	0.363346	6.05508e-09	4	1
2.89906	76042	0.3304	1	no	0.42355	1.54913e-08	4	1
1.9506	76044	0.0177406	1	no	0.0701754	1.09819e-08	4	1
2.52444	76159	0.0151924	1	no	0.0832266	8.86051e-09	4	1
2.80855	76195	0.628567	1	no	0.400891	6.18959e-09	4	1
2.16306	76205	0.213763	1	no	0.359359	6.42819e-09	4	1
2.36031	76230	0.346993	1	no	0.364727	5.95549e-09	4	1
3.04897	76238	0.377494	1	no	0.370401	8.18584e-09	4	1
1.63258	76259	0.226465	1	no	0.401048	8.16253e-09	4	1
2.24065	76266	0.105452	1	no	0.366538	9.40663e-09	4	1
1.94539	76289	0.12718	1	no	0.389263	7.24758e-09	4	1
2.57343	76292	0.368624	1	no	0.356992	5.98272e-09	4	1
2.48581	76391	0.358353	1	no	0.369015	8.83868e-09	4	1
2.49761	76454	0.0845208	1	no	0.299885	7.07455e-09	4	1
2.97617	76469	0.58404	1	no	0.337697	6.37346e-09	4	1
2.70797	76474	0.394671	1	no	0.402731	6.18486e-09	4	1
2.53488	76551	0.306862	1	no	0.320951	5.70777e-09	4	1
2.31706	76571	0.232904	1	no	0.362816	8.16784e-09	4	1
2.45245	76598	0.0610223	1	no	0.280842	7.1273e-09	4	1
2.37726	76631	0.243155	1	no	0.27152	6.79489e-09	4	1
2.62996	76663	0.584079	1	no	0.363885	6.00751e-09	4	1
2.26246	76694	0.13288	1	no	0.32455	1.08737e-08	4	1
2.20767	76700	0.0432039	1	no	0.249437	9.23358e-09	4	1
2.22114	76730	0.402996	1	no	0.362746	1.13055e-08	4	1
1.96872	76743	0.243058	1	no	0.373749	6.63625e-09	4	1
2.36208	76745	0.310558	1	no	0.382587	8.41975e-09	4	1
2.06052	76788	0.0959783	1	no	0.297122	6.53296e-09	4	1
2.34609	76828	0.176181	1	no	0.353097	8.4192e-09	4	1
2.08161	76843	0.190848	1	no	0.345734	6.51696e-09	4	1
2.35242	76888	0.183242	1	no	0.388217	6.38604e-09	4	1
2.35697	76890	0.380062	1	no	0.399836	6.87936e-09	4	1
2.87872	76923	0.0227983	1	no	0.165529	5.90993e-09	4	1
3.60412	76941	0.330361	1	no	0.39834	7.86119e-09	4	1
2.79716	76949	0.019005	1	no	0.266121	8.40006e-09	4	1
1.89435	76959	0.0266498	1	no	0.165693	1.27009e-08	4	1
2.83342	76972	0.480728	1	no	0.350504	6.9544e-09	4	1
3.33735	76997	0.207402	1	no	0.419527	7.06231e-09	4	1
2.70464	77002	0.291514	1	no	0.337782	6.0314e-09	4	1
2.46318	77022	0.0508098	1	no	0.286753	6.45897e-09	4	1
2.3814	77033	0.0488451	1	no	0.375946	7.3683e-09	4	1
2.24514	77057	0.0412392	1	no	0.137264	8.24496e-09	4	1
2.04289	77116	0.00696397	1	no	0	8.83806e-09	4	1
2.73421	77130	0.230356	1	no	0.339047	5.37369e-09	4	1
2.88713	77134	0.162175	1	no	0.379753	7.42681e-09	4	1
2.80642	77144	0.0953558	1	no	0.305794	7.64605e-09	4	1
2.54327	77149	0.0953169	1	no	0.272245	6.42746e-09	4	1
2.87044	77203	0.390916	1	no	0.37087	6.03427e-09	4	1
2.47796	77284	0.127803	1	no	0.357382	6.24733e-09	4	1
2.76024	77348	0.0539222	1	no	0.39899	9.45428e-09	4	1
3.46954	77361	0.801402	1	no	0.39565	5.43216e-09	4	1
2.21309	77382	0.141769	1	no	0.366905	7.45306e-09	4	1
2.56365	77399	0.313729	1	no	0.372706	6.66845e-09	4	1
2.29838	77407	0.0959783	1	no	0.376773	6.47786e-09	4	1
2.53252	77425	0.393445	1	no	0.386236	6.8475e-09	4	1
2.63368	77466	0.527881	1	no	0.414563	7.24076e-09	4	1
2.3247	77499	0.082595	1	no	0.283561	6.74862e-09	4	1
2.88988	77505	0.0152118	1	no	0.0409207	8.20381e-09	4	1
2.51642	77523	0.0685698	1	no	0.249078	9.73695e-09	4	1
3.09518	77580	0.15455	1	no	0.344745	5.42531e-09	4	1
1.97681	77585	0.258912	1	no	0.323516	6.84582e-09	4	1
2.63927	77597	0.130331	1	no	0.232985	6.6529e-09	4	1
3.26605	77641	0.542548	1	no	0.370478	5.26748e-09	4	1
2.45127	77696	0.077518	1	no	0.433626	6.96074e-09	4	1
2.34764	77725	0.272996	1	no	0.405088	6.47412e-09	4	1
1.58306	77748	0.132218	1	no	0.330587	7.26638e-09	4	1
2.13477	77752	0.319584	1	no	0.358147	7.52186e-09	4	1
2.20935	77791	0.0234013	1	no	0.161264	8.90834e-09	4	1
2.71052	77795	0.432953	1	no	0.331761	7.73104e-09	4	1
2.64804	77920	0.513272	1	no	0.380505	8.09152e-09	4	1
2.15979	77935	0.164023	1	no	0.363496	7.74276e-09	4	1
2.15132	77955	0.248252	1	no	0.34305	6.29348e-09	4	1
2.88547	77993	0.082595	1	no	0.275553	5.99338e-09	4	1
2.4209	78005	0.208647	1	no	0.365187	8.6143e-09	4	1
2.38671	78030	0.324622	1	no	0.364214	7.42376e-09	4	1
2.42963	78047	0.054603	1	no	0.26612	9.68298e-09	4	1
2.42904	78071	0.230297	1	no	0.330687	6.94924e-09	4	1
2.03434	78098	0.150679	1	no	0.361993	8.41812e-09	4	1
2.35127	78115	0.272276	1	no	0.443238	6.48884e-09	4	1
1.8259	78173	0.187094	1	no	0.339468	6.9536e-09	4	1
1.99457	78271	0.13288	1	no	0.391744	8.63991e-09	4	1
2.60686	78277	0.320168	1	no	0.394981	7.13058e-09	4	1
2.3483	78316	0.183845	1	no	0.321024	5.98618e-09	4	1
2.37635	78325	0.246871	1	no	0.3783	5.93483e-09	4	1
2.23047	78341	0.20108	1	no	0.331528	9.89368e-09	4	1
2.35435	78373	0.0628119	1	no	0.392691	7.09644e-09	4	1
2.537	78476	0.452133	1	no	0.371467	6.62421e-09	4	1
2.58473	78478	0.345047	1	no	0.36481	6.31601e-09	4	1
2.79131	78485	0.486428	1	no	0.380509	6.80926e-09	4	1
2.89907	78583	0.234071	1	no	0.404222	8.4597e-09	4	1
1.87021	78611	0.190828	1	no	0.365953	7.71543e-09	4	1
1.99515	78680	0.0519769	1	no	0.291542	9.68254e-09	4	1
2.93297	78726	0.132218	1	no	0.393115	8.59667e-09	4	1
2.53702	78732	0.387784	1	no	0.39378	6.52809e-09	4	1
2.76808	78754	0.220007	1	no	0.351547	6.46218e-09	4	1
2.69455	78805	0.400526	1	no	0.36678	7.49549e-09	4	1
2.37221	78816	0.205418	1	no	0.380114	6.47807e-09	4	1
2.81851	78817	0.641989	1	no	0.33197	6.13438e-09	4	1
2.42572	78863	0.0749502	1	no	0.346743	7.14272e-09	4	1
2.32261	78897	0.214424	1	no	0.355348	6.73807e-09	4	1
1.89567	78974	0.152565	1	no	0.328063	6.87013e-09	4	1
2.40784	79027	0.0825561	1	no	0.314562	6.29718e-09	4	1
1.71355	79049	0.122609	1	no	0.335713	7.3036e-09	4	1
1.93775	79052	0.120819	1	no	0.336017	6.52845e-09	4	1
2.63453	79058	0.494111	1	no	0.379749	8.60888e-09	4	1
2.49152	79075	0.558577	1	no	0.391921	8.46649e-09	4	1
2.51284	79082	0.316336	1	no	0.343439	8.31467e-09	4	1
3.03394	79121	0.800098	1	no	0.413654	5.96487e-09	4	1
2.97143	79169	0.392784	1	no	0.372326	7.4937e-09	4	1
2.41626	79206	0.427817	1	no	0.349247	8.67641e-09	4	1
2.18847	79233	0.262141	1	no	0.382829	6.88232e-09	4	1
2.24053	79242	0.287079	1	no	0.354181	1.36895e-08	4	1
2.57344	79258	0.112552	1	no	0.377809	6.4811e-09	4	1
2.56173	79265	0.214424	1	no	0.402976	7.47553e-09	4	1
2.58008	79283	0.317678	1	no	0.400404	6.56733e-09	4	1
2.87636	79305	0.757458	1	no	0.382419	6.25755e-09	4	1
2.89262	79327	0.459155	1	no	0.376885	5.62255e-09	4	1
2.60183	79389	0.262102	1	no	0.373015	5.8784e-09	4	1
1.9714	79433	0.327832	1	no	0.39358	7.91088e-09	4	1
2.07922	79455	0.41068	1	no	0.384	7.56435e-09	4	1
2.88871	79458	0.299782	1	no	0.385958	7.26992e-09	4	1
1.64636	79475	0.272373	1	no	0.356806	7.06906e-09	4	1
2.69154	79637	0.181939	1	no	0.376778	6.31667e-09	4	1
2.26067	79661	0.0469193	1	no	0.269071	7.60131e-09	4	1
2.88862	79707	0.117609	1	no	0.361396	7.53093e-09	4	1
2.89441	79873	0.66043	1	no	0.404671	6.59862e-09	4	1
2.73117	79875	0.334854	1	no	0.349309	7.47551e-09	4	1
2.64048	79945	0.545758	1	no	0.457086	6.66776e-09	4	1
2.10812	79956	0.372456	1	no	0.447381	1.01025e-08	4	1
2.0609	79962	0.144279	1	no	0.329513	8.71156e-09	4	1
2.26206	79966	0.306181	1	no	0.325731	6.30846e-09	4	1
2.50311	80017	0.575812	1	no	0.386879	5.90894e-09	4	1
3.50373	80055	0.552799	1	no	0.351045	8.51673e-09	4	1
1.94854	80114	0.195225	1	no	0.412914	8.33831e-09	4	1
2.39648	80130	0.130234	1	no	0.330545	8.38554e-09	4	1
2.03428	80162	0.394067	1	no	0.364646	7.09445e-09	4	1
2.01624	80288	0.160911	1	no	0.394584	9.77362e-09	4	1
2.68704	80304	0.561709	1	no	0.419206	6.43946e-09	4	1
2.54983	80320	0.094675	1	no	0.39511	8.01132e-09	4	1
2.14709	80353	0.236736	1	no	0.367625	7.01151e-09	4	1
2.30925	80369	0.325225	1	no	0.37903	6.43647e-09	4	1
2.22256	80373	0.367379	1	no	0.363497	8.01153e-09	4	1
2.47099	80380	0.0889365	1	no	0.248688	1.15492e-08	4	1
2.31916	80393	0.0704567	1	no	0.323026	6.36052e-09	4	1
2.97799	80421	0.0615864	1	no	0.225837	6.70997e-09	4	1
2.4425	80447	0.0997326	1	no	0.400429	6.43873e-09	4	1
2.10303	80486	0.0399359	1	no	0.22114	8.87737e-09	4	1
2.98792	80499	0.48137	1	no	0.373959	5.83682e-09	4	1
2.42633	80528	0.369129	1	no	0.370046	6.12801e-09	4	1
2.43226	80535	0.431027	1	no	0.388122	7.2074e-09	4	1
2.83699	80611	0.0526967	1	no	0.251753	5.57002e-09	4	1
1.92544	80692	0.0406361	1	no	0.0928674	1.11063e-08	4	1
3.00233	80707	0.489054	1	no	0.399348	6.29622e-09	4	1
2.16956	80734	0.290191	1	no	0.376391	6.96067e-09	4	1
2.6534	80785	0.606897	1	no	0.380493	6.50076e-09	4	1
2.72357	80793	0.405583	1	no	0.396643	6.20602e-09	4	1
1.90354	80807	0.288966	1	no	0.395826	7.36021e-09	4	1
2.31745	80841	0.276867	1	no	0.355723	6.50366e-09	4	1
2.27433	80859	0.418286	1	no	0.376924	9.21044e-09	4	1
2.57155	80934	0.608122	1	no	0.372401	6.95135e-09	4	1
1.76592	80950	0.178029	1	no	0.334572	7.32116e-09	4	1
2.9928	80979	0.79045	1	no	0.374406	5.69073e-09	4	1
2.23928	80988	0.416418	1	no	0.335825	7.37318e-09	4	1
2.59161	80995	0.619015	1	no	0.382377	8.82995e-09	4	1
1.74238	81008	0.213179	1	no	0.378593	9.76338e-09	4	1
2.9831	81034	0.198551	1	no	0.364848	5.55665e-09	4	1
2.1688	81035	0.0927298	1	no	0.300399	1.06843e-08	4	1
2.25359	81059	0.226524	1	no	0.36462	1.05193e-08	4	1
2.19605	81084	0.0285173	1	no	0.22101	6.33663e-09	4	1
2.93185	81111	0.286418	1	no	0.361722	5.86317e-09	4	1
2.20991	81141	0.365336	1	no	0.375699	7.23996e-09	4	1
2.31091	81151	0.274318	1	no	0.335768	6.57154e-09	4	1
2.42676	81165	0.33857	1	no	0.352715	9.47338e-09	4	1
2.3871	81175	0.263561	1	no	0.344822	6.56206e-09	4	1
2.8339	81214	0.281963	1	no	0.367368	7.12962e-09	4	1
2.13574	81390	0.0781599	1	no	0.340219	6.98629e-09	4	1
2.41267	81406	0.544571	1	no	0.352777	6.5221e-09	4	1
3.18369	81474	0.364753	1	no	0.406165	8.25118e-09	4	1
1.97398	81552	0.189583	1	no	0.321363	6.55216e-09	4	1
2.02068	81570	0.19079	1	no	0.422818	7.64071e-09	4	1
2.62692	81727	0.248135	1	no	0.448181	6.89386e-09	4	1
2.23154	81736	0.248797	1	no	0.301016	9.69783e-09	4	1
2.23958	81742	0.416982	1	no	0.344561	9.49275e-09	4	1
1.72177	81789	0.0247046	1	no	0.17874	7.68058e-09	4	1
3.28612	81813	0.774577	1	no	0.386976	7.02857e-09	4	1
2.22958	81821	0.0997326	1	no	0.400429	7.81556e-09	4	1
3.08963	81831	0.422176	1	no	0.408331	6.57844e-09	4	1
2.14071	81871	0.190926	1	no	0.386144	9.30856e-09	4	1
2.7011	81918	0.0896563	1	no	0.325884	5.56982e-09	4	1
2.29072	81992	0.256519	1	no	0.346857	9.14275e-09	4	1
2.75682	82002	0.374284	1	no	0.373733	7.49245e-09	4	1
2.52495	82024	0.3304	1	no	0.373212	6.21811e-09	4	1
1.93299	82030	0.236094	1	no	0.371426	8.03244e-09	4	1
2.72509	82049	0.253368	1	no	0.325988	6.33066e-09	4	1
2.61939	82060	0.445655	1	no	0.339546	5.65228e-09	4	1
3.25064	82089	0.905102	1	no	0.369791	5.5584e-09	4	1
2.85723	82091	0.357769	1	no	0.342866	5.97215e-09	4	1
2.46035	82097	0.328377	1	no	0.371542	6.35489e-09	4	1
2.09315	82247	0.0831981	1	no	0.357961	7.97799e-09	4	1
2.20352	82308	0.36732	1	no	0.372134	9.79466e-09	4	1
2.24223	82349	0.327268	1	no	0.382786	6.6831e-09	4	1
3.11051	82400	0.463668	1	no	0.3939	9.71287e-09	4	1
2.78384	82402	0.280057	1	no	0.36077	5.77385e-09	4	1
2.97463	82428	0.10481	1	no	0.410913	5.98324e-09	4	1
2.01997	82449	0.0253271	1	no	0.249616	6.76215e-09	4	1
2.20781	82489	0.315733	1	no	0.350194	6.88006e-09	4	1
2.04918	82511	0.108681	1	no	0.268122	6.37794e-09	4	1
2.83219	82544	0.190828	1	no	0.355963	6.60355e-09	4	1
3.20402	82559	0.250761	1	no	0.324102	6.2846e-09	4	1
2.483	82579	0.244323	1	no	0.361306	6.30078e-09	4	1
2.32731	82580	0.307407	1	no	0.336708	6.49211e-09	4	1
2.88735	82585	0.506289	1	no	0.388251	9.22873e-09	4	1
3.14133	82624	0.0876916	1	no	0.303682	5.57282e-09	4	1
2.66215	82639	0.361582	1	no	0.363729	7.43539e-09	4	1
2.26965	82688	0.175519	1	no	0.430566	6.83797e-09	4	1
2.11224	82747	0.333609	1	no	0.377318	6.72051e-09	4	1
2.02008	82801	0.238604	1	no	0.359449	7.62028e-09	4	1
2.39474	82820	0.344328	1	no	0.378453	8.5588e-09	4	1
2.87222	82939	0.246229	1	no	0.34808	7.20882e-09	4	1
2.78454	82968	0.645918	1	no	0.36359	5.60224e-09	4	1
2.13822	82974	0.129689	1	no	0.332533	6.77824e-09	4	1
2.64152	82985	0.386442	1	no	0.398168	7.42664e-09	4	1
2.93913	82990	0.178029	1	no	0.402535	5.41147e-09	4	1
2.72776	83013	0.417021	1	no	0.342942	5.81007e-09	4	1
2.63427	83034	0.551438	1	no	0.303231	6.0751e-09	4	1
2.50238	83054	0.415076	1	no	0.356781	6.49377e-09	4	1
2.30692	83131	0.0571707	1	no	0.31031	7.21783e-09	4	1
2.53286	83139	0.317658	1	no	0.388304	1.28207e-08	4	1
2.42284	83164	0.381346	1	no	0.340135	7.94451e-09	4	1
2.58953	83294	0.0336138	1	no	0.149884	5.64208e-09	4	1
1.74382	83331	0.157117	1	no	0.306921	9.35963e-09	4	1
2.50236	83349	0.391558	1	no	0.340951	6.91785e-09	4	1
2.38424	83401	0.362185	1	no	0.356142	6.7029e-09	4	1
2.2801	83422	0.0482226	1	no	0.393707	6.48733e-09	4	1
2.93708	83454	0.0209308	1	no	0.211896	6.42114e-09	4	1
2.77666	83484	0.144298	1	no	0.395659	1.23299e-08	4	1
2.57885	83497	0.511969	1	no	0.380182	8.05543e-09	4	1
1.93716	83513	0.34816	1	no	0.319309	9.56111e-09	4	1
2.39613	83531	0.175578	1	no	0.343341	9.94233e-09	4	1
2.72998	83577	0.304217	1	no	0.380203	8.31287e-09	4	1
2.59841	83638	0.383913	1	no	0.364461	6.03443e-09	4	1
2.6079	83661	0.486486	1	no	0.386941	5.77159e-09	4	1
2.14045	83703	0.0367651	1	no	0.275132	6.8092e-09	4	1
2.42066	83736	0.0762341	1	no	0.298801	6.51251e-09	4	1
2.35112	83776	0.371094	1	no	0.376789	9.88589e-09	4	1
3.43714	83789	0.830677	1	no	0.384001	5.41783e-09	4	1
2.40782	83792	0.216311	1	no	0.378777	6.20586e-09	4	1
2.42506	83818	0.371172	1	no	0.388816	9.26484e-09	4	1
2.49189	83842	0.480145	1	no	0.374914	6.64847e-09	4	1
2.72638	83847	0.336741	1	no	0.390792	9.6623e-09	4	1
2.77528	83870	0.0851433	1	no	0.200137	6.55728e-09	4	1
1.99539	83878	0.0444488	1	no	0.242013	7.36961e-09	4	1
2.59833	83881	0.144979	1	no	0.367637	8.25767e-09	4	1
2.43129	83899	0.207402	1	no	0.345995	8.90289e-09	4	1
2.889	83922	0.371814	1	no	0.348802	1.1023e-08	4	1
2.8286	84011	0.390274	1	no	0.332353	5.64035e-09	4	1
3.08615	84028	0.269922	1	no	0.313275	6.06882e-09	4	1
2.81744	84041	0.326548	1	no	0.362125	7.13192e-09	4	1
1.99254	84047	0.0883335	1	no	0.207223	9.56696e-09	4	1
2.60994	84056	0.0399553	1	no	0.236611	9.27887e-09	4	1
2.1193	84125	0.299801	1	no	0.405074	6.37747e-09	4	1
2.44399	84136	0.13039	1	no	0.345666	7.45796e-09	4	1
2.86582	84269	0.503098	1	no	0.381974	5.59814e-09	4	1
2.51476	84271	0.0774596	1	no	0.252888	1.32094e-08	4	1
2.47444	84279	0.327774	1	no	0.374184	1.07712e-08	4	1
2.70472	84326	0.344444	1	no	0.354267	6.33812e-09	4	1
2.29589	84333	0.482051	1	no	0.368145	7.22048e-09	4	1
2.2702	84346	0.30873	1	no	0.3892	6.21394e-09	4	1
2.08789	84373	0.249983	1	no	0.370788	7.0052e-09	4	1
2.88279	84493	0.705715	1	no	0.399542	6.55722e-09	4	1
2.03148	84498	0.192132	1	no	0.353549	7.76095e-09	4	1
2.06949	84542	0.228955	1	no	0.427188	7.36792e-09	4	1
2.33842	84557	0.147508	1	no	0.330872	6.25626e-09	4	1
2.81328	84560	0.337305	1	no	0.376701	7.46978e-09	4	1
2.25191	84607	0.45083	1	no	0.359726	6.90711e-09	4	1
2.49895	84629	0.36413	1	no	0.35253	8.00028e-09	4	1
2.15177	84645	0.295346	1	no	0.378713	8.51013e-09	4	1
2.36818	84701	0.230317	1	no	0.330743	8.47353e-09	4	1
2.3184	84786	0.032291	1	no	0.33253	7.09908e-09	4	1
2.68968	84882	0.517046	1	no	0.401091	7.37334e-09	4	1
2.73301	84886	0.375588	1	no	0.420033	6.65886e-09	4	1
2.74218	84894	0.589778	1	no	0.365777	5.34358e-09	4	1
2.57866	84914	0.346954	1	no	0.412368	5.79867e-09	4	1
3.09608	84979	0.206702	1	no	0.315923	5.63251e-09	4	1
2.71107	84983	0.0208725	1	no	0.211556	9.67797e-09	4	1
2.21303	85049	0.0157954	1	no	0.118227	6.76375e-09	4	1
2.37491	85079	0.441298	1	no	0.384819	7.55892e-09	4	1
2.61916	85110	0.0545252	1	no	0.301106	8.66919e-09	4	1
3.04783	85167	0.250042	1	no	0.365723	7.51585e-09	4	1
2.40819	85225	0.533036	1	no	0.375994	7.13284e-09	4	1
2.81155	85237	0.30871	1	no	0.333396	5.75657e-09	4	1
2.09154	85336	0.0730634	1	no	0.286209	8.15319e-09	4	1
2.36145	85346	0.115042	1	no	0.28069	8.10061e-09	4	1
2.35522	85369	0.311239	1	no	0.361438	6.33159e-09	4	1
2.414	85381	0.136167	1	no	0.382571	6.87142e-09	4	1
2.24578	85414	0.264106	1	no	0.34146	7.1444e-09	4	1
1.84843	85473	0.23802	1	no	0.424649	7.12113e-09	4	1
1.89473	85556	0.173769	1	no	0.420799	1.04845e-08	4	1
2.06143	85567	0.299782	1	no	0.311336	9.92273e-09	4	1
2.16407	85690	0.184448	1	no	0.357836	8.06164e-09	4	1
2.15375	85712	0.23481	1	no	0.340817	7.15063e-09	4	1
1.85523	85730	0.107397	1	no	0.436877	7.61447e-09	4	1
2.67499	85771	0.337364	1	no	0.333449	9.80581e-09	4	1
2.83921	85790	0.110509	1	no	0.343425	8.7011e-09	4	1
2.32576	85834	0.0927492	1	no	0.348574	6.87138e-09	4	1
2.02499	85858	0.140505	1	no	0.370206	7.90764e-09	4	1
2.1138	85862	0.181841	1	no	0.42929	7.98862e-09	4	1
2.56526	85869	0.319565	1	no	0.404066	6.60402e-09	4	1
2.38111	85878	0.399767	1	no	0.381636	6.33724e-09	4	1
2.54944	85936	0.333434	1	no	0.365673	7.39647e-09	4	1
2.3782	85998	0.233565	1	no	0.408179	6.5242e-09	4	1
3.13858	86030	0.271712	1	no	0.437357	6.84936e-09	4	1
2.4949	86048	0.247532	1	no	0.379725	5.78635e-09	4	1
2.1748	86079	0.155172	1	no	0.355898	7.95268e-09	4	1
2.5912	86108	0.13356	1	no	0.361054	8.26458e-09	4	1
1.85598	86161	0.208024	1	no	0.406022	8.42519e-09	4	1
1.99275	86190	0.210495	1	no	0.406986	9.11218e-09	4	1
2.73717	86223	0.181277	1	no	0.314948	6.02093e-09	4	1
2.8457	86263	0.301649	1	no	0.438383	6.90915e-09	4	1
2.48917	86303	0.529301	1	no	0.376406	6.05345e-09	4	1
2.06318	86305	0.0870886	1	no	0.305785	6.68021e-09	4	1
2.86162	86394	0.15134	1	no	0.347815	1.01346e-08	4	1
2.6797	86411	0.00568011	1	no	0.109589	8.65226e-09	4	1
2.30104	86420	0.327248	1	no	0.415919	7.54962e-09	4	1
3.01064	86435	0.387045	1	no	0.425542	5.9569e-09	4	1
2.51931	86447	0.4654	1	no	0.356573	6.18018e-09	4	1
2.18313	86538	0.305501	1	no	0.374403	6.483e-09	4	1
2.89566	86568	0.13996	1	no	0.435719	1.05998e-08	4	1
1.87074	86579	0.26216	1	no	0.278252	6.94756e-09	4	1
2.69418	86631	0.0920878	1	no	0.309041	6.75048e-09	4	1
2.45367	86684	0.232165	1	no	0.426812	8.12109e-09	4	1
2.37739	86695	0.132841	1	no	0.348367	8.97297e-09	4	1
2.65597	86720	0.328474	1	no	0.400628	6.89597e-09	4	1
1.98028	86764	0.0044157	1	no	0	8.05681e-09	4	1
1.57697	86819	0.013889	1	no	0.134454	8.2298e-09	4	1
2.62895	86855	0.35847	1	no	0.390221	7.66553e-09	4	1
2.80075	86875	0.618276	1	no	0.39501	8.90789e-09	4	1
1.80884	86955	0.222011	1	no	0.346009	7.94097e-09	4	1
2.38595	87021	0.37551	1	no	0.351896	6.2347e-09	4	1
2.1027	87044	0.0953364	1	no	0.365844	6.49807e-09	4	1
2.32562	87057	0.445072	1	no	0.407255	6.45724e-09	4	1
2.84868	87103	0.707544	1	no	0.419075	1.07906e-08	4	1
2.4663	87111	0.0634344	1	no	0.309108	6.53102e-09	4	1
2.84989	87139	0.180013	1	no	0.373892	6.1699e-09	4	1
2.33307	87161	0.08384	1	no	0.377958	5.88286e-09	4	1
2.45389	87167	0.153791	1	no	0.403997	9.94744e-09	4	1
2.60342	87221	0.408696	1	no	0.410709	7.1075e-09	4	1
2.26277	87300	0.309994	1	no	0.330196	6.62912e-09	4	1
2.82041	87318	0.229655	1	no	0.328731	6.92677e-09	4	1
2.57162	87327	0.151962	1	no	0.375832	9.55837e-09	4	1
2.5374	87333	0.211837	1	no	0.380533	6.76178e-09	4	1
2.39037	87335	0.0361815	1	no	0.261828	1.10778e-08	4	1
3.14684	87347	0.0349171	1	no	0.126462	5.21023e-09	4	1
2.57328	87465	0.58653	1	no	0.38621	6.253e-09	4	1
2.20268	87483	0.165307	1	no	0.410803	8.25987e-09	4	1
2.75104	87485	0.0195497	1	no	0.4199	7.59842e-09	4	1
2.40196	87511	0.221388	1	no	0.364028	8.42059e-09	4	1
2.28695	87516	0.18828	1	no	0.4081	7.08088e-09	4	1
1.49182	87526	0.107436	1	no	0.407749	7.67813e-09	4	1
2.97031	87558	0.137354	1	no	0.360289	1.32233e-08	4	1
2.74071	87644	0.285075	1	no	0.37216	6.43681e-09	4	1
2.2297	87697	0.0902788	1	no	0.358759	9.6503e-09	4	1
3.0627	87705	0.250042	1	no	0.380971	5.45002e-09	4	1
1.8625	87710	0.179993	1	no	0.366692	9.2558e-09	4	1
2.16205	87730	0.249439	1	no	0.330968	6.52115e-09	4	1
2.40072	87737	0.303653	1	no	0.387316	6.18991e-09	4	1
2.56151	87742	0.345689	1	no	0.375106	5.79858e-09	4	1
2.66209	87755	0.123387	1	no	0.323979	7.51364e-09	4	1
2.66018	87788	0.366173	1	no	0.361241	6.43111e-09	4	1
