1.3168,0.22573
1.8028,0.33003
6.7109,1.3337
1.7945,0.38498
4.6904,0.94798
4.1953,0.87646
1.3484,0.17063
1.1718,0.12527
1.2797,0.17106
0.89717,0.063202
2.5132,0.51351
5.4588,1.1719
0.78477,0.11307
0.60124,0.0017659
2.4183,0.52299
4.3461,0.79768
2.5189,0.42745
2.0416,0.46718
2.7297,0.462
1.2411,0.22814
8.1991,1.6231
2.1851,0.44125
1.7466,0.13634
1.4443,0.2655
0.51433,0.046876
1.2442,0.1643
7.9029,1.5804
6.1625,1.2996
1.7576,0.38153
2.4301,0.49702
0.7331,0.072826
1.5648,0.29145
1.7105,0.29177
2.3905,0.48006
2.757,0.57146
6.5609,1.2566
6.9874,1.3175
2.9734,0.58798
2.9378,0.58108
7.9794,1.7194
2.6533,0.4814
2.7379,0.52174
2.3193,0.42552
0.6281,0.09386
2.6989,0.52709
0.74606,0.027734
0.61735,0.00064126
5.312,1.022
2.2337,0.4184
5.0898,1.1468
5.3689,0.98204
0.7815,0.10931
1.5174,0.31586
5.9489,1.3819
2.5518,0.53051
2.1624,0.42836
0.70917,0.086324
4.7943,0.95268
5.5247,1.1467
8.0451,1.7336
1.9796,0.31988
1.9139,0.49775
7.3349,1.5198
2.6792,0.43074
1.7635,0.43018
1.979,0.39025
4.7079,0.97673
7.5897,1.645
4.4713,0.89379
3.1745,0.61166
4.4464,0.93622
2.8691,0.59877
0.9492,0.13492
0.66602,0.074134
6.8633,1.3858
8.32,1.518
0.80745,0.10629
2.9187,0.61175
6.1518,1.1897
0.38137,-0.081951
5.1767,0.97573
1.0575,0.1777
0.73281,0.11443
2.2853,0.48178
1.6804,0.27971
6.7729,1.3865
2.8911,0.51649
0.95078,0.162
1.6629,0.27479
2.3464,0.46002
4.8253,0.90471
5.8166,1.1355
0.66035,0.073125
5.3768,1.0826
5.3454,1.0452
7.0924,1.4848
6.1808,1.3822
3.7653,0.64268
1.8337,0.30222
3.6058,0.70956
